tar,Coke_1030(c),Coke_1030(s),Coke_1030(humidity),Coke_1030(s112),Coke_1030(s112_315),Coke_1030(s315),Coke_Fine(c),Coke_Fine(s),Coke_Fine(humidity),Coke_Fine(s05),Coke_Fine(s05_335),Coke_Fine(s335),dolomite(cao),dolomite(mgo),dolomite(s0_95),dolomite(s95_385),dolomite(s385_1000),lime(cao),lime(mgo),lime(s0_95),lime(s95_508),dri(fe_metal),dri(fe_total),dri(md),dri(c),dri(cao),dri(sio2),dri(mgo),dri(gunge),dri(feo_c),labels
14030728,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.4,32.97,2.33,97.67,0.0,92.02,1.8,5.25,94.75,79.97,86.43,92.53,1.9,0.32,1.87,0.23,9.81,4.38,2
14030729,82.42,1.01,0.0,2.22,97.44,0.33,82.42,1.01,0.0,2.0,97.0,1.0,54.87,33.63,3.33,96.67,0.0,91.92,1.2,3.17,80.17,79.5,85.9,92.55,1.75,0.0,0.0,0.0,10.52,4.72,1
14030730,82.0,1.03,0.0,2.0,97.67,0.33,82.0,1.03,0.0,2.0,97.0,1.0,54.9,33.55,3.5,96.5,0.0,91.94,1.2,3.0,77.0,78.6,86.3,91.05,1.9,0.46,2.4,0.5,9.59,5.29,2
14030801,82.45,1.1,0.0,2.0,97.5,0.5,82.45,1.1,0.0,2.0,97.0,1.0,55.4,33.7,4.0,96.0,0.0,91.78,1.2,3.6,76.4,79.77,86.23,92.5,1.77,0.31,1.74,0.32,10.15,4.78,2
14030802,81.9,1.0,0.0,2.0,98.0,0.0,81.9,1.0,0.0,2.0,97.0,1.0,54.45,34.05,3.5,96.5,0.0,91.82,1.2,3.6,76.4,82.2,87.7,93.7,1.7,0.93,4.87,0.84,9.02,4.16,2
14030803,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.55,86.6,93.0,1.82,0.24,1.26,0.2,9.84,4.28,2
14030804,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.53,86.3,93.3,1.63,0.0,0.0,0.0,10.41,4.58,1
14030805,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.1,33.5,3.0,97.0,0.0,91.3,1.2,4.75,95.25,79.55,86.0,92.5,1.6,0.48,2.62,0.32,10.55,5.2,2
14030806,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.15,33.75,2.5,97.5,0.0,90.47,1.2,4.33,95.67,80.6,86.9,92.8,1.9,0.0,0.0,0.0,9.4,4.27,1
14030807,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,33.3,4.0,96.0,0.0,91.48,1.44,3.2,76.8,79.63,86.77,91.77,1.47,0.32,1.81,0.23,9.72,6.35,2
14030808,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.7,34.25,3.0,97.0,0.0,90.77,1.13,3.0,80.33,79.92,86.44,92.44,1.78,0.2,0.86,0.12,9.91,4.84,2
14030809,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.3,34.1,3.0,97.0,0.0,91.64,1.28,3.2,76.8,80.03,86.63,92.37,1.87,0.0,0.0,0.0,9.61,4.54,1
14030810,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,34.0,3.0,97.0,0.0,91.3,1.36,3.0,77.0,78.93,86.27,91.47,1.93,0.32,1.79,0.28,9.7,4.89,2
14030811,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.9,33.8,0.0,0.0,0.0,91.33,1.22,3.86,84.26,80.7,86.4,93.4,1.9,0.0,0.0,0.0,10.07,3.87,1
14030812,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.85,33.95,1.5,48.5,0.0,91.7,1.2,2.5,97.5,79.35,86.2,92.05,1.8,0.48,2.35,0.44,10.04,4.89,0
14030813,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,33.98,2.0,73.0,0.0,92.0,1.4,4.0,96.0,79.17,86.5,91.53,2.0,0.32,1.68,0.28,9.4,4.74,0
14030814,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.65,33.75,2.5,97.5,0.0,91.75,1.2,4.0,96.0,79.9,86.63,92.23,2.17,0.0,0.0,0.0,9.27,4.1,1
14030815,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.6,38.2,3.0,97.0,0.0,91.6,1.33,4.0,96.0,80.83,87.67,92.2,1.87,0.32,1.68,0.26,8.51,4.75,2
14030816,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,35.15,1.0,49.0,0.0,91.97,1.2,4.33,95.67,79.42,85.92,92.44,1.7,0.19,1.03,0.16,10.52,4.93,0
14030817,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.8,34.47,2.0,64.67,0.0,91.7,1.2,4.67,95.33,78.82,85.52,92.18,1.85,0.24,1.31,0.21,10.71,4.72,0
14030818,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.2,34.1,5.0,95.0,0.0,91.1,1.2,4.0,96.0,79.12,86.25,91.72,1.9,0.0,0.0,0.0,9.81,4.84,1
14030819,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.2,34.0,3.0,97.0,0.0,92.37,1.07,2.67,97.33,80.0,86.16,92.86,1.78,0.0,0.0,0.0,10.3,4.44,1
14030820,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.95,34.0,3.5,96.5,0.0,91.8,1.2,3.0,97.0,79.8,86.5,92.25,1.9,0.49,2.64,0.42,9.68,4.54,2
14030821,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.15,34.15,2.5,97.5,0.0,91.7,0.8,4.5,95.5,76.73,85.47,89.8,1.87,0.31,1.66,0.3,10.16,6.02,2
14030822,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.5,33.9,2.0,98.0,0.0,91.7,0.93,4.0,96.0,80.67,87.4,92.27,1.5,0.0,0.0,0.0,9.17,5.8,1
14030823,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.92,36.25,3.25,96.75,0.0,91.95,1.0,4.0,96.0,79.49,86.54,91.84,1.83,0.13,0.74,0.12,9.61,4.99,2
14030824,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,53.35,35.7,3.5,96.5,0.0,91.73,1.2,3.67,96.33,80.14,86.72,92.4,1.83,0.24,1.31,0.22,9.56,4.58,2
14030825,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,33.6,4.0,96.0,0.0,91.9,1.2,5.0,95.0,79.55,86.25,92.22,1.88,0.0,0.0,0.0,9.96,4.69,1
14030826,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.9,33.6,2.0,48.0,0.0,92.25,1.2,4.5,95.5,81.6,87.57,93.17,1.87,0.29,1.55,0.32,8.86,4.22,0
14030827,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.05,33.5,3.5,96.5,0.0,91.47,1.2,4.33,95.67,80.5,87.43,92.1,1.92,0.22,1.14,0.23,8.67,4.77,2
14030828,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,34.43,3.0,97.0,0.0,91.15,1.2,3.5,96.5,81.03,86.85,93.28,2.0,0.24,1.24,0.21,9.48,3.8,2
14030829,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.05,34.3,2.0,98.0,0.0,90.6,1.8,3.5,96.5,81.05,86.5,93.7,2.0,0.0,0.0,0.0,9.94,3.52,1
14030830,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.9,34.35,2.5,97.5,0.0,91.05,1.0,4.25,95.75,80.55,87.0,92.58,1.8,0.22,1.19,0.25,9.35,4.72,2
14030901,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,53.7,35.55,3.5,96.5,0.0,91.13,0.93,4.0,96.0,80.14,87.0,92.14,1.82,0.19,1.01,0.19,9.21,4.88,2
14030902,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.8,34.1,2.5,97.5,0.0,91.45,1.2,4.5,95.5,80.5,86.87,92.67,1.83,0.0,0.0,0.0,9.48,4.52,1
14030903,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.35,35.45,3.5,96.5,0.0,91.33,1.2,3.67,79.67,79.17,86.43,91.6,1.97,0.31,1.69,0.25,9.52,4.86,2
14030904,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.57,35.3,3.0,97.0,0.0,91.1,1.2,4.2,95.8,79.57,86.17,92.33,2.0,0.0,0.0,0.0,9.94,4.31,1
14030905,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.35,34.8,3.5,96.5,0.0,90.52,1.2,4.4,95.6,80.07,86.43,92.63,1.97,0.0,0.0,0.0,9.78,4.21,1
14030906,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.1,34.75,2.5,97.5,0.0,90.86,1.2,4.2,95.8,80.3,86.8,92.5,1.75,0.48,2.49,0.43,9.59,4.77,2
14030907,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,34.35,2.0,98.0,0.0,91.08,1.04,4.0,96.0,81.4,87.27,93.3,2.0,0.0,0.0,0.0,9.05,3.86,1
14030908,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.8,33.8,2.5,97.5,0.0,90.52,0.9,4.0,96.0,80.2,87.17,92.0,2.17,0.32,1.59,0.31,8.67,4.12,2
14030909,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.1,34.3,2.0,98.0,0.0,90.2,0.8,3.0,97.0,80.62,87.1,92.55,1.98,0.0,0.0,0.0,9.07,4.21,1
14030910,81.69,1.22,0.13,2.14,96.18,1.68,75.95,1.4,0.0,2.5,96.5,1.0,55.63,33.27,2.33,64.33,0.0,90.8,1.2,2.75,72.25,78.63,86.47,90.9,1.83,0.31,1.66,0.3,9.46,5.59,0
14030911,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.55,34.75,3.5,96.5,0.0,90.78,1.2,4.2,95.8,81.23,87.37,93.0,2.03,0.31,1.6,0.3,8.84,3.89,2
14030912,81.69,1.22,0.13,2.14,96.18,1.68,82.4,0.9,0.0,3.0,96.0,1.0,54.55,34.95,4.0,96.0,0.0,90.94,1.2,4.0,96.0,80.1,86.3,92.8,1.9,0.92,4.49,0.81,10.02,4.2,2
14030913,81.69,1.22,0.13,2.14,96.18,1.68,81.3,0.9,0.0,1.0,99.0,0.0,54.2,34.75,2.0,48.0,0.0,90.88,1.12,3.8,96.2,78.82,86.52,91.1,2.18,0.21,0.89,0.16,9.09,4.59,0
14030914,84.5,0.9,0.0,3.0,95.0,2.0,84.5,0.9,0.0,2.0,97.0,1.0,55.1,34.35,3.5,96.5,0.0,90.78,1.2,4.0,96.0,79.83,86.1,92.7,2.03,0.31,1.58,0.32,10.07,4.01,2
14030915,84.9,0.9,0.0,1.0,97.0,2.0,84.9,0.9,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.27,87.1,92.13,1.87,0.3,1.58,0.3,9.08,4.83,2
