sample_no,tar,c,s,humidity,ash,s112,s112_315,s315,factory,trailer,time_1,location
COKE00-50,14000417,83,0.8,0,0,4,95,1,ZOB AHAN,,  /  /,251Ú54
COKE00-52,14000417,81.8,1,0,0,4,93,3,ZOB AHAN,,  /  /,875Ú43
COKE00-55,14000417,81.7,1,0,0,3,94,3,ZOB AHAN,,  /  /,261Ú95
COKE00-57,14000417,83.4,1.2,0,0,5,93,2,ZOB AHAN,,  /  /,417Ú79
COKE00-59,14000417,82.8,1.1,0,0,3,95,2,ZOB AHAN,,  /  /,449Ú74
COKE00-61,14000418,82.6,1.2,0,0,2,95,3,ZOB AHAN,,  /  /,187Ú39
COKE00-63,14000418,82.9,0.9,0,0,3,92,5,ZOB AHAN,,  /  /,159Ú41
COKE00-65,14000418,83.5,0.9,0,0,3,96,1,ZOB AHAN,,  /  /,921Ú69
COKE00-68,14000418,84.7,1.3,0,0,4,93,3,ZOB AHAN,,  /  /,679Ú78
COKE00-72,14000418,82.3,1.1,0,0,1,96,3,ZOB AHAN,,  /  /,712Ú51
COKE00-75,14000418,82,1.4,0,0,2,96,2,ZOB AHAN,,  /  /,543Ú92
COKE00-78,14000418,82.9,0.9,0,0,3,95,2,ZOB AHAN,,  /  /,869Ú87
COKE00-80,14000419,85.5,0.7,0,0,4,91,5,ZOB AHAN,,  /  /,715Ú99
COKE00-81,14000419,81.7,0.9,0,0,2,95,3,ZOB AHAN,,  /  /,774Ú37
COKE00-82,14000419,82,1.2,0,0,2,94,4,ZOB AHAN,,  /  /,282Ú17
COKE00-83,14000419,84.7,0.8,0,0,3,91,6,ZOB AHAN,,  /  /,269Ú25
COKE00-87,14000419,81.5,0.9,0,0,4,92,4,ZOB AHAN,,  /  /,123Ú26
COKE00-89,14000419,82.3,1.1,0,0,3,94,3,ZOB AHAN,,  /  /,857Ú93
COKE00-91,14000419,81.6,1.4,0,0,1,95,4,ZOB AHAN,,  /  /,649Ú84
COKE00-92,14000419,82,1,0,0,4,94,2,ZOB AHAN,,  /  /,565Ú98
COKE00-94,14000419,83.3,0.9,0,0,2,93,5,ZOB AHAN,,  /  /,645Ú71
COKE00-96,14000419,82.4,1.1,0,0,2,96,2,ZOB AHAN,,  /  /,943Ú74
COKE00-98,14000419,83.2,1.4,0,0,2,95,3,ZOB AHAN,,  /  /,251Ú86
COKE00-100,14000419,80.7,0.9,0,0,3,95,2,ZOB AHAN,,  /  /,551Ú17
COKE00-101,14000419,82,1.1,0,0,2,96,2,ZOB AHAN,,  /  /,824Ú57
COKE00-102,14000419,81.6,0.8,0,0,2,95,3,ZOB AHAN,,  /  /,642Ú14
COKE00-104,14000419,83.1,0.9,0,0,3,95,2,ZOB AHAN,,  /  /,726Ú93
COKE00-106,14000420,85.1,1.1,0,0,2,96,2,ZOB AHAN,,  /  /,739Ú95
COKE00-107,14000420,80.3,1.4,0,0,12,88,0,DAMGHAN,,  /  /,125Ú45
COKE00-108,14000420,70,2.5,0,0,16,84,0,DAMGHAN,,  /  /,153Ú65
COKE00-111,14000420,71.8,2.6,0,0,21,79,0,DAMGHAN,,  /  /,258Ú12
COKE00-114,14000420,82.1,1.1,0,0,5,90,5,ZOB AHAN,,  /  /,695Ú19
COKE00-116,14000420,80.6,1.3,0,0,1,92,7,ZOB AHAN,,  /  /,738Ú95
COKE00-118,14000420,84,0.9,0,0,2,92,6,ZOB AHAN,,  /  /,459Ú62
COKE00-120,14000420,82.8,1,0,0,4,91,5,ZOB AHAN,,  /  /,791Ú47
COKE00-131,14000422,80.3,1.7,0,0,22,78,0,DAMGHAN,,  /  /,373Ú32
COKE00-132,14000422,74.7,1.9,0,0,19,81,0,DAMGHAN,,  /  /,372Ú62
COKE00-141,14000422,69.3,3.8,0,0,21,79,0,DAMGHAN,,  /  /,441Ú69
COKE00-143,14000422,80.2,1.7,0,0,17,83,0,DAMGHAN,,  /  /,175Ú24
COKE00-145,14000422,78.4,1.5,0,0,12,84,4,DAMGHAN,,  /  /,279Ú44
COKE00-146,14000423,75.1,2.1,0,0,8,92,0,DAMGHAN,,  /  /,996Ú88
COKE00-147,14000423,70.7,2,0,0,11,89,0,DAMGHAN,,  /  /,738Ú22
COKE00-153,14000425,78.8,1.5,0,0,11,89,0,DAMGHAN,,  /  /,622Ú37
COKE00-154,14000425,79.3,1.8,0,0,8,92,0,DAMGHAN,,  /  /,397Ú58
COKE00-165,14000428,78,1.7,0,0,20,80,0,DAMGHAN,,  /  /,456Ú38
COKE00-166,14000428,74,1.7,0,0,17,83,0,DAMGHAN,,  /  /,971Ú29
COKE00-171,14000428,81.6,1.6,0,0,5,89,6,ZOB AHAN,,  /  /,632Ú64
COKE00-176,14000428,80.7,1.8,0,0,16,83,1,DAMGHAN,,  /  /,273Ú65
COKE00-177,14000428,78.8,1.6,0,0,18,82,0,DAMGHAN,,  /  /,643Ú41
COKE00-178,14000428,80.4,1.4,0,0,15,85,0,DAMGHAN,,  /  /,654Ú73
COKE00-193,14000430,83.8,1.6,0,0,18,82,0,DAMGHAN,,  /  /,625Ú72
COKE00-194,14000430,83,1.8,0,0,11,89,0,DAMGHAN,,  /  /,712Ú51
COKE00-195,14000430,82.1,2,0,0,19,81,0,DAMGHAN,,  /  /,168Ú73
COKE00-196,14000431,80.3,2.1,0,0,16,84,0,DAMGHAN,,  /  /,842Ú65
COKE00-197,14000431,83.3,1.8,0,0,11,89,0,DAMGHAN,,  /  /,397Ú85
COKE00-204,14000502,80.1,2,0,0,14,86,0,DAMGHAN,,  /  /,622Ú37
COKE00-219,14000503,81.6,1.6,0,0,7,93,0,DAMGHAN,,  /  /,164Ú16
COKE00-223,14000503,79.9,1.9,0,0,8,92,0,DAMGHAN,,  /  /,168Ú73
COKE00-280,14000520,81.3,1.6,0,0,12,88,0,DAMGHAN,,  /  /,919Ú23
COKE00-281,14000520,82.7,2.1,0,0,10,90,0,DAMGHAN,,  /  /,119Ú31
COKE00-282,14000520,82.6,1.7,0,0,13,87,0,DAMGHAN,,  /  /,335Ú32
COKE00-288,14000521,77.7,1.8,0,0,11,89,0,DAMGHAN,,  /  /,645Ú37
COKE00-289,14000521,79.1,1.6,0,0,9,91,0,DAMGHAN,,  /  /,155Ú36
COKE00-290,14000521,75.9,2,0,0,8,92,0,DAMGHAN,,  /  /,624Ú27
COKE00-291,14000521,79.5,1.8,0,0,10,90,0,DAMGHAN,,  /  /,931Ú54
COKE00-299,14000524,81.5,1.3,0,0,12,88,0,DAMGHAN,,  /  /,584Ú55
COKE00-325,14000604,79.8,1.3,0,0,4,96,0,DAMGHAN,,  /  /,165Ú23
COKE00-326,14000604,79.9,1.2,0,0,5,95,0,DAMGHAN,,  /  /,645Ú37
COKE00-327,14000604,80.6,1.1,0,0,5,94,1,DAMGHAN,,  /  /,561Ú38
COKE00-328,14000604,80.2,1.3,0,0,5,95,0,DAMGHAN,,  /  /,168Ú73
COKE00-335,14000605,79.5,1.1,0,0,4,96,0,DAMGHAN,,  /  /,456Ú38
COKE00-336,14000605,80.1,1.3,0,0,4,96,0,DAMGHAN,,  /  /,277Ú22
COKE00-337,14000605,71.5,1,0,0,3,97,0,DAMGHAN,,  /  /,649Ú34
COKE00-345,14001220,76.4,0.9,0,0,2,98,0,TABAS,,  /  /,611Ú79
COKE00-346,14001221,80.7,0.9,0,0,1,99,0,TABAS,,  /  /,451Ú25
COKE00-347,14001221,80.1,1,0,0,2,98,0,TABAS,,  /  /,792Ú53
COKE00-348,14001222,81.8,1,0,0,3,97,0,TABAS,,  /  /,445Ú61
COKE00-349,14001222,80,1,0,0,2,98,0,TABAS,,  /  /,942Ú42
COKE00-350,14001222,81.1,1.2,0,0,2,98,0,TABAS,,  /  /,353Ú78
COKE00-351,14001222,80.5,0.9,0,0,2,98,0,TABAS,,  /  /,237Ú78
COKE00-352,14001222,80.1,1,0,0,3,97,0,TABAS,,  /  /,497Ú39
COKE00-353,14001222,82.3,1.1,0,0,1,99,0,TABAS,,  /  /,294Ú39
COKE00-354,14001222,80.8,1,0,0,2,98,0,TABAS,,  /  /,617Ú22
COKE00-355,14001223,80.2,1,0,0,4,96,0,TABAS,,  /  /,117Ú95
COKE00-356,14001223,77.7,0.9,0,0,2,98,0,TABAS,,  /  /,884Ú17
COKE00-357,14001223,81.3,1.1,0,0,2,98,0,TABAS,,  /  /,458Ú77
COKE00-358,14001223,80.1,0.9,0,0,4,96,0,TABAS,,  /  /,723Ú56
COKE00-359,14001223,82.1,0.9,0,0,2,98,0,TABAS,,  /  /,469Ú72
COKE00-360,14001223,83.3,1,0,0,2,98,0,TABAS,,  /  /,65Ú237
COKE00-361,14001223,82.1,1,0,0,1,99,0,TABAS,,  /  /,256Ú75
COKE00-362,14001223,80.1,0.9,0,0,3,97,0,TABAS,,  /  /,317Ú39
COKE00-363,14001224,80.4,1,0,0,3,97,0,TABAS,,  /  /,448Ú91
COKE00-364,14001224,80,1,0,0,5,95,0,TABAS,,  /  /,611Ú79
COKE00-365,14001224,81.2,1,0,0,4,96,0,TABAS,,  /  /,847Ú19
COKE01-2,14010108,80.6,0.5,0,0,2,98,0,ZOB AHAN,119Ú78,12/30/99,ZOB AHAN
COKE01-3,14010108,85.2,0.4,0,0,1,99,0,ZOB AHAN,876Ú94,12/30/99,ZOB AHAN
COKE01-4,14010108,80.4,0.6,0,0,3,97,0,ZOB AHAN,265Ú71,12/30/99,ZOB AHAN
COKE01-5,14010108,84.3,0.5,0,0,2,98,0,ZOB AHAN,943Ú56,12/30/99,ZOB AHAN
COKE01-6,14010109,81.2,0.6,0,0,3,97,0,ZOB AHAN,444Ú14,12/30/99,ZOB AHAN
COKE01-7,14010109,81.9,0.6,0,0,6,94,0,ZOB AHAN,518Ú73,12/30/99,ZOB AHAN
COKE01-8,14010109,81.3,0.5,0,0,4,96,0,ZOB AHAN,341Ú45,12/30/99,ZOB AHAN
COKE01-9,14010109,82.7,0.6,0,0,6,94,0,ZOB AHAN,938Ú82,12/30/99,ZOB AHAN
COKE01-10,14010109,80.3,0.6,0,0,4,96,0,ZOB AHAN,426Ú95,12/30/99,ZOB AHAN
COKE01-11,14010109,82.2,0.6,0,0,2,98,0,ZOB AHAN,777Ú73,12/30/99,ZOB AHAN
COKE01-12,14010109,81.4,0.6,0,0,5,95,0,ZOB AHAN,651Ú18,12/30/99,ZOB AHAN
COKE01-13,14010109,80.6,0.6,0,0,3,97,0,ZOB AHAN,954Ú12,12/30/99,ZOB AHAN
COKE01-14,14010109,82.4,0.6,0,0,4,96,0,ZOB AHAN,319Ú44,12/30/99,ZOB AHAN
COKE01-15,14010110,80.7,0.7,0,0,3,97,0,ZOB AHAN,944Ú58,12/30/99,ZOB AHAN
COKE01-16,14010110,80.9,0.6,0,0,3,97,0,ZOB AHAN,437Ú45,12/30/99,ZOB AHAN
COKE01-17,14010110,81.1,0.6,0,0,2,98,0,ZOB AHAN,353Ú16,12/30/99,ZOB AHAN
COKE01-18,14010110,81.6,0.6,0,0,4,96,0,ZOB AHAN,228Ú86,12/30/99,ZOB AHAN
COKE01-19,14010110,81.7,0.6,0,0,3,97,0,ZOB AHAN,636Ú69,12/30/99,ZOB AHAN
COKE01-20,14010110,82.7,0.6,0,0,2,98,0,ZOB AHAN,327Ú95,12/30/99,ZOB AHAN
COKE01-21,14010110,83.1,0.5,0,0,2,98,0,ZOB AHAN,369Ú13,12/30/99,ZOB AHAN
COKE01-22,14010110,81.4,0.6,0,0,2,98,0,ZOB AHAN,517Ú21,12/30/99,ZOB AHAN
COKE01-23,14010110,81.1,0.6,0,0,2,98,0,ZOB AHAN,421Ú58,12/30/99,ZOB AHAN
COKE01-24,14010110,83.8,0.5,0,0,2,98,0,ZOB AHAN,245Ú42,12/30/99,ZOB AHAN
COKE01-25,14010110,82.5,0.6,0,0,3,97,0,ZOB AHAN,99Ú95,12/30/99,ZOB AHAN
COKE01-26,14010110,84.9,0.7,0,0,3,97,0,ZOB AHAN,877Ú12,12/30/99,ZOB AHAN
COKE01-27,14010110,81.9,0.6,0,0,4,96,0,ZOB AHAN,869Ú87,12/30/99,ZOB AHAN
COKE01-28,14010110,80.2,0.7,0,0,4,96,0,ZOB AHAN,165Ú56,12/30/99,ZOB AHAN
COKE01-29,14010110,80.5,0.7,0,0,3,97,0,ZOB AHAN,261Ú12,12/30/99,ZOB AHAN
COKE01-30,14010110,83.9,0.5,0,0,2,98,0,ZOB AHAN,515Ú12,12/30/99,ZOB AHAN
COKE01-31,14010110,84.1,0.5,0,0,3,97,0,ZOB AHAN,268Ú29,12/30/99,ZOB AHAN
COKE01-32,14010110,83.4,1,0,0,4,96,0,ZOB AHAN,943Ú56,12/30/99,ZOB AHAN
COKE01-33,14010110,81.4,0.5,0,0,3,97,0,ZOB AHAN,314Ú58,12/30/99,ZOB AHAN
COKE01-34,14010110,82.6,0.8,0,0,2,98,0,ZOB AHAN,216Ú77,12/30/99,ZOB AHAN
COKE01-35,14010111,84.9,0.5,0,0,3,97,0,ZOB AHAN,335Ú82,12/30/99,ZOB AHAN
COKE01-36,14010111,84.1,0.6,0,0,5,95,0,ZOB AHAN,281Ú91,12/30/99,ZOB AHAN
COKE01-37,14010111,84.9,0.5,0,0,2,98,0,ZOB AHAN,189Ú84,12/30/99,ZOB AHAN
COKE01-38,14010111,83.3,0.7,0,0,3,97,0,ZOB AHAN,239Ú42,12/30/99,ZOB AHAN
COKE01-39,14010111,85,0.5,0,0,5,95,0,ZOB AHAN,357Ú98,12/30/99,ZOB AHAN
COKE01-40,14010111,85.1,0.6,0,0,3,97,0,ZOB AHAN,397Ú64,12/30/99,ZOB AHAN
COKE01-41,14010111,83.9,0.6,0,0,4,96,0,ZOB AHAN,319Ú44,12/30/99,ZOB AHAN
COKE01-42,14010114,84.1,0.5,0,0,2,98,0,ZOB AHAN,869Ú75,12/30/99,ZOB AHAN
COKE01-43,14010114,82.1,0.5,0,0,3,97,0,ZOB AHAN,996Ú71,12/30/99,ZOB AHAN
COKE01-44,14010115,80.5,0.6,0,0,4,96,0,ZOB AHAN,592Ú77,12/30/99,ZOB AHAN
COKE01-45,14010115,81.2,0.7,0,0,3,97,0,ZOB AHAN,923Ú14,12/30/99,ZOB AHAN
COKE01-46,14010115,80.9,0.7,0,0,2,98,0,ZOB AHAN,934Ú89,12/30/99,ZOB AHAN
COKE01-47,14010115,82.2,0.7,0,0,3,97,0,ZOB AHAN,966Ú96,12/30/99,ZOB AHAN
COKE01-48,14010115,82,0.7,0,0,4,96,0,ZOB AHAN,875Ú43,12/30/99,ZOB AHAN
COKE01-49,14010115,81.5,0.6,0,0,3,97,0,ZOB AHAN,972Ú43,12/30/99,ZOB AHAN
COKE01-50,14010115,81.6,0.6,0,0,2,98,0,ZOB AHAN,133Ú62,12/30/99,ZOB AHAN
COKE01-51,14010115,81.4,0.6,0,0,4,96,0,ZOB AHAN,533Ú37,12/30/99,ZOB AHAN
COKE01-52,14010115,82.2,0.6,0,0,5,95,0,ZOB AHAN,955Ú15,12/30/99,ZOB AHAN
COKE01-53,14010115,83.5,0.7,0,0,4,96,0,ZOB AHAN,749Ú89,12/30/99,ZOB AHAN
COKE01-54,14010115,83.4,0.6,0,0,3,97,0,ZOB AHAN,643Ú97,12/30/99,ZOB AHAN
COKE01-55,14010115,82.9,0.6,0,0,3,97,0,ZOB AHAN,929Ú83,12/30/99,ZOB AHAN
COKE01-56,14010115,82.7,0.6,0,0,2,98,0,ZOB AHAN,464Ú22,12/30/99,ZOB AHAN
COKE01-57,14010115,83.8,0.6,0,0,5,95,0,ZOB AHAN,319Ú66,12/30/99,ZOB AHAN
COKE01-58,14010115,82.4,0.6,0,0,2,98,0,ZOB AHAN,137Ú61,12/30/99,ZOB AHAN
COKE01-59,14010115,83.8,0.7,0,0,5,95,0,ZOB AHAN,979Ú77,12/30/99,ZOB AHAN
COKE01-60,14010115,83.2,0.6,0,0,4,96,0,ZOB AHAN,982Ú34,12/30/99,ZOB AHAN
COKE01-61,14010115,82.8,0.6,0,0,4,96,0,ZOB AHAN,981Ú34,12/30/99,ZOB AHAN
COKE01-62,14010115,82.8,0.7,0,0,5,95,0,ZOB AHAN,699Ú88,12/30/99,ZOB AHAN
COKE01-63,14010115,82.7,0.6,0,0,4,96,0,ZOB AHAN,592Ú28,12/30/99,ZOB AHAN
COKE01-64,14010115,81.6,0.7,0,0,3,97,0,ZOB AHAN,319Ú44,12/30/99,ZOB AHAN
COKE01-65,14010115,82.1,0.7,0,0,2,98,0,ZOB AHAN,323Ú26,12/30/99,ZOB AHAN
COKE01-66,14010115,82.6,0.6,0,0,4,96,0,ZOB AHAN,216Ú77,12/30/99,ZOB AHAN
COKE01-67,14010115,83.1,0.6,0,0,5,95,0,ZOB AHAN,869Ú87,12/30/99,ZOB AHAN
COKE01-68,14010115,82.7,0.7,0,0,2,98,0,ZOB AHAN,947Ú21,12/30/99,ZOB AHAN
COKE01-69,14010115,82.6,0.6,0,0,3,97,0,ZOB AHAN,684Ú25,12/30/99,ZOB AHAN
COKE01-70,14010115,82.5,0.7,0,0,4,96,0,ZOB AHAN,431Ú75,12/30/99,ZOB AHAN
COKE01-71,14010115,83.5,0.6,0,0,4,96,0,ZOB AHAN,959Ú72,12/30/99,ZOB AHAN
COKE01-72,14010115,83.6,0.6,0,0,2,98,0,ZOB AHAN,943Ú74,12/30/99,ZOB AHAN
COKE01-73,14010115,82.4,0.6,0,0,3,97,0,ZOB AHAN,515Ú12,12/30/99,ZOB AHAN
COKE01-74,14010115,82.1,0.7,0,0,5,95,0,ZOB AHAN,732Ú12,12/30/99,ZOB AHAN
COKE01-75,14010115,83.2,0.7,0,0,4,96,0,ZOB AHAN,419Ú27,12/30/99,ZOB AHAN
COKE01-76,14010115,84.3,0.5,0,0,3,97,0,ZOB AHAN,268Ú29,12/30/99,ZOB AHAN
COKE01-77,14010115,83.3,0.6,0,0,4,96,0,ZOB AHAN,753Ú14,12/30/99,ZOB AHAN
COKE01-78,14010116,83.8,0.6,0,0,3,97,0,ZOB AHAN,461Ú49,12/30/99,ZOB AHAN
COKE01-79,14010116,83.4,0.6,0,0,4,96,0,ZOB AHAN,287Ú22,12/30/99,ZOB AHAN
COKE01-80,14010116,83.5,0.5,0,0,4,96,0,ZOB AHAN,553Ú23,12/30/99,ZOB AHAN
COKE01-81,14010116,80.9,0.6,0,0,6,94,0,ZOB AHAN,317Ú41,12/30/99,ZOB AHAN
COKE01-82,14010116,82.5,0.7,0,0,3,97,0,ZOB AHAN,458Ú26,12/30/99,ZOB AHAN
COKE01-83,14010116,81.7,0.6,0,0,2,98,0,ZOB AHAN,119Ú63,12/30/99,ZOB AHAN
COKE01-84,14010116,83.3,0.5,0,0,3,97,0,ZOB AHAN,325Ú75,12/30/99,ZOB AHAN
COKE01-85,14010116,84.5,0.6,0,0,4,96,0,ZOB AHAN,697Ú74,12/30/99,ZOB AHAN
COKE01-86,14010116,83.5,0.5,0,0,6,94,0,ZOB AHAN,461Ú66,12/30/99,ZOB AHAN
COKE01-87,14010116,82.4,0.7,0,0,3,97,0,ZOB AHAN,341Ú45,12/30/99,ZOB AHAN
COKE01-88,14010116,83.4,0.6,0,0,5,95,0,ZOB AHAN,821Ú53,12/30/99,ZOB AHAN
COKE01-89,14010116,80.8,0.6,0,0,4,96,0,ZOB AHAN,511Ú62,12/30/99,ZOB AHAN
COKE01-90,14010116,82.4,0.5,0,0,3,97,0,ZOB AHAN,419Ú62,12/30/99,ZOB AHAN
COKE01-91,14010116,83.2,0.7,0,0,2,98,0,ZOB AHAN,846Ú25,12/30/99,ZOB AHAN
COKE01-92,14010116,83.1,0.5,0,0,6,94,0,ZOB AHAN,499Ú44,12/30/99,ZOB AHAN
COKE01-93,14010116,82.4,0.6,0,0,4,96,0,ZOB AHAN,245Ú42,12/30/99,ZOB AHAN
COKE01-94,14010116,81.5,0.7,0,0,2,98,0,ZOB AHAN,369Ú42,12/30/99,ZOB AHAN
