sample_no,tar,c,s,humidity,ash,s112,s112_315,s315,factory,trailer,time_1,location
COKE02-870,14021202,80.3,1,0,0,2,94,4,DAMGHAN,322Ú39,12/30/99,
COKE02-871,14021202,80.9,1.1,0,0,3,95,2,DAMGHAN,823Ú39,12/30/99,
COKE02-872,14021202,80.4,1.3,0,0,2,94,4,DAMGHAN,726Ú42,12/30/99,
COKE02-873,14021202,80.3,1.1,0,0,2,98,0,DAMGHAN,959Ú32,12/30/99,
COKE02-874,14021205,80.8,1.5,0,0,6,93,1,DAMGHAN,193Ú33,12/30/99,
COKE02-875,14021205,82.3,1.2,0,0,7,92,1,DAMGHAN,323Ú39,12/30/99,
COKE02-876,14021205,80.1,1.2,0,0,3,95,2,DAMGHAN,622Ú37,12/30/99,
COKE02-877,14021205,80,1.1,0,0,2,96,2,DAMGHAN,227Ú26,12/30/99,
COKE02-878,14021205,80.3,1.1,0,0,2,98,0,DAMGHAN,534Ú13,12/30/99,
COKE02-879,14021205,80.4,1,0,0,2,98,0,DAMGHAN,726Ú42,12/30/99,
COKE02-880,14021205,80.2,1.3,0,0,6,93,1,DAMGHAN,979Ú13,12/30/99,
COKE02-881,14021205,80.1,1.4,0,0,7,92,1,DAMGHAN,795Ú32,12/30/99,
COKE02-882,14021205,80.3,1.2,0,0,5,94,1,DAMGHAN,569Ú16,12/30/99,
COKE02-883,14021206,80.5,1.3,0,0,6,93,1,DAMGHAN,525Ú32,12/30/99,
COKE02-884,14021206,80.6,1.4,0,0,7,92,1,DAMGHAN,172Ú39,12/30/99,
COKE02-885,14021206,80.2,1.2,0,0,2,96,2,DAMGHAN,244Ú43,12/30/99,
COKE02-886,14021208,80.5,1.4,0,0,6,93,1,DAMGHAN,726Ú42,12/30/99,
COKE02-887,14021208,80.7,1.3,0,0,7,92,1,DAMGHAN,979Ú13,12/30/99,
COKE02-888,14021208,81.2,1.3,0,0,2,94,4,DAMGHAN,628Ú35,12/30/99,
COKE02-889,14021208,80.2,1.3,0,0,2,96,2,DAMGHAN,322Ú39,12/30/99,
COKE02-890,14021208,80.9,1.2,0,0,2,96,2,DAMGHAN,244Ú43,12/30/99,
COKE02-891,14021208,80.4,1.3,0,0,3,93,4,DAMGHAN,534Ú13,12/30/99,
COKE02-892,14021209,82.1,1.3,0,0,2,90,8,DAMGHAN,193Ú33,12/30/99,
COKE02-893,14021209,80.1,1.4,0,0,1,91,8,DAMGHAN,622Ú37,12/30/99,
COKE02-894,14021209,81,1.3,0,0,1,90,9,DAMGHAN,211Ú34,12/30/99,
COKE02-895,14021209,80.5,1.3,0,0,1,91,8,DAMGHAN,172Ú39,12/30/99,
COKE02-896,14021210,80.1,1.4,0,0,7,92,1,DAMGHAN,979Ú13,12/30/99,
COKE02-897,14021210,80.6,1.3,0,0,2,96,2,DAMGHAN,322Ú39,12/30/99,
COKE02-898,14021213,80.9,1.4,0,0,6,93,1,DAMGHAN,534Ú13,12/30/99,
COKE02-899,14021213,80.3,1.4,0,0,7,92,1,DAMGHAN,569Ú16,12/30/99,
COKE02-900,14021213,81.2,1.4,0,0,2,94,4,DAMGHAN,322Ú39,12/30/99,
COKE02-901,14021213,80.8,1.3,0,0,2,96,2,DAMGHAN,622Ú37,12/30/99,
COKE02-902,14021213,81,1.3,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-903,14021213,80.6,1.4,0,0,2,96,2,DAMGHAN,726Ú42,12/30/99,
COKE02-904,14021213,81.2,1.3,0,0,3,95,2,DAMGHAN,244Ú43,12/30/99,
COKE02-905,14021214,81.7,1.4,0,0,2,96,2,DAMGHAN,193Ú33,12/30/99,
COKE02-906,14021214,81.5,1.4,0,0,6,93,1,DAMGHAN,936Ú41,12/30/99,
COKE02-907,14021214,81,1.4,0,0,7,92,1,DAMGHAN,628Ú35,12/30/99,
COKE02-908,14021214,80.6,1.3,0,0,2,94,4,DAMGHAN,514Ú43,12/30/99,
COKE02-909,14021214,80.9,1.3,0,0,2,96,2,DAMGHAN,766Ú66,12/30/99,
COKE02-910,14021214,80.6,1.3,0,0,2,96,2,DAMGHAN,975Ú42,12/30/99,
COKE02-911,14021215,80.1,1.4,0,0,6,93,1,DAMGHAN,322Ú39,12/30/99,
COKE02-912,14021215,81.5,1.3,0,0,7,92,1,DAMGHAN,534Ú13,12/30/99,
COKE02-913,14021215,82,1.4,0,0,2,94,4,DAMGHAN,569Ú16,12/30/99,
COKE02-914,14021215,80.6,1.3,0,0,2,96,2,DAMGHAN,182Ú42,12/30/99,
COKE02-915,14021215,80.6,1.4,0,0,2,96,2,DAMGHAN,568Ú42,12/30/99,
COKE02-916,14021215,80.7,1.4,0,0,2,96,2,DAMGHAN,726Ú42,12/30/99,
COKE02-917,14021215,81,1.3,0,0,3,93,4,DAMGHAN,979Ú13,12/30/99,
COKE02-918,14021216,80.9,1.2,0,0,3,94,3,DAMGHAN,525Ú32,12/30/99,
COKE02-919,14021216,80.6,1.2,0,0,1,95,4,DAMGHAN,533Ú32,12/30/99,
COKE02-920,14021216,81.8,1.2,0,0,3,93,4,DAMGHAN,244Ú43,12/30/99,
COKE02-921,14021216,80.1,1.3,0,0,3,93,4,DAMGHAN,193Ú33,12/30/99,
COKE02-922,14021217,81.3,1.3,0,0,7,92,1,DAMGHAN,124Ú36,12/30/99,
COKE02-923,14021217,80.9,1.4,0,0,2,94,4,DAMGHAN,568Ú42,12/30/99,
COKE02-924,14021217,80.5,1.4,0,0,2,96,2,DAMGHAN,128Ú41,12/30/99,
COKE02-925,14021217,82.5,1.3,0,0,2,96,2,DAMGHAN,182Ú42,12/30/99,
COKE02-926,14021217,80,1.5,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-927,14021217,80.6,1.4,0,0,3,95,2,DAMGHAN,534Ú13,12/30/99,
COKE02-928,14021217,80.4,1.4,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-929,14021217,80.7,1.3,0,0,6,93,1,DAMGHAN,172Ú39,12/30/99,
COKE02-930,14021217,81,1.4,0,0,7,92,1,DAMGHAN,628Ú35,12/30/99,
COKE02-931,14021217,80.3,1.3,0,0,2,94,4,DAMGHAN,322Ú39,12/30/99,
COKE02-932,14021217,80.9,1.3,0,0,3,94,3,DAMGHAN,514Ú43,12/30/99,
COKE02-933,14021218,82,1.1,0,0,2,94,4,DAMGHAN,193Ú33,12/30/99,
COKE02-934,14021218,81.4,1,0,0,2,96,2,DAMGHAN,979Ú13,12/30/99,
COKE02-935,14021218,83,1,0,0,2,96,2,DAMGHAN,726Ú42,12/30/99,
COKE02-936,14021218,82.9,1.1,0,0,2,96,2,DAMGHAN,322Ú39,12/30/99,
COKE02-937,14021218,83,1.1,0,0,3,95,2,DAMGHAN,534Ú13,12/30/99,
COKE02-938,14021218,82.3,1.1,0,0,2,96,2,DAMGHAN,569Ú16,12/30/99,
COKE02-939,14021218,81.5,1.1,0,0,6,93,1,DAMGHAN,795Ú32,12/30/99,
COKE02-940,14021218,81.6,1.1,0,0,7,92,1,DAMGHAN,244Ú43,12/30/99,
COKE02-941,14021218,82.4,1,0,0,2,94,4,DAMGHAN,176Ú42,12/30/99,
COKE02-946,14021227,80.4,1.5,0,0,1,98,1,TABAS,737Ú35,12/30/99,
COKE03-02,14030106,81.5,1.5,0.8,0,2,97,1,TABAS,927Ú38,,
COKE03-03,14030107,80,1.5,5.3,0,1,98,1,TABAS,569Ú36,,
COKE03-04,14030108,80,1.5,0.7,0,1,98,1,TABAS,176Ú41,,
COKE03-05,14030108,80.3,1.5,0.8,0,1,98,1,TABAS,753Ú37,,
COKE03-06,14030109,80.7,1.5,3,0,3,96,1,TABAS,963Ñ73,,
COKE03-07,14030110,80.2,1.5,0.6,0,4,95,1,TABAS,317Ú81,,
COKE03-08,14030115,81,1.5,0.8,0,2,97,1,TABAS,273Ú43,,
COKE03-09,14030115,80.1,1.5,1.4,0,1,98,1,TABAS,753Ú36,,
COKE03-10,14030115,79.4,1.6,2,0,1,98,1,TABAS,571Ú12,Reject,
COKE03-11,14030115,78.5,1.6,2.5,0,3,96,1,TABAS,791Ú27,Reject,
COKE03-12,14030116,80.4,1.4,1,0,2,97,1,TABAS,125Ú97,,
COKE03-13,14030116,80.1,1.5,0.9,0,1,98,1,TABAS,385Ú17,,
COKE03-14,14030116,80.6,1.4,0.7,0,2,97,1,TABAS,589Ú11,,
COKE03-15,14030116,80.9,1.4,0.6,0,1,98,1,TABAS,176Ú41,,
COKE03-16,14030119,80.2,1.5,2.9,0,2,97,1,TABAS,141Ú19,,
COKE03-17,14030119,81.6,1.6,1.2,0,1,98,1,TABAS,337Ú81,Reject,
COKE03-18,14030119,79.2,1.5,0.3,0,3,96,1,TABAS,258Ú37,Reject,
COKE03-19,14030120,80.5,1.4,0.3,0,1,98,1,TABAS,172Ú39,,
COKE03-20,14030120,81,1.5,0.2,0,3,96,1,TABAS,838Ú13,,
COKE03-33,14030125,80.6,1.4,0,0,2,97,1,TABAS,288Ú25,,
COKE03-39,14030125,80,1.4,0,0,1,98,1,TABAS,285Ú12,,
COKE03-43,14030126,81,1.4,0,0,1,98,1,TABAS,838Ú13,,
COKE03-51,14030127,80,1.4,0,0,3,96,1,TABAS,317Ú81,,
COKE03-52,14030127,80.2,1.5,0,0,3,96,1,TABAS,293Ú32,,
COKE03-53,14030128,80.4,1.4,0,0,1,98,1,TABAS,753Ú36,,
COKE03-54,14030129,80.1,1.4,0,0,3,96,1,TABAS,838Ú13,,
COKE03-59,14030130,80,1.4,0,0,2,97,1,TABAS,753Ú36,,
COKE03-60,14030130,80.2,1.4,0,0,4,95,1,TABAS,479Ú38,,
COKE03-68,14030130,80.1,1.4,0,0,2,97,1,TABAS,156Ú92,,
COKE03-69,14030201,80,1.4,0,0,3,96,1,TABAS,485Ú57,,
COKE03-70,14030201,80.3,1.4,0,0,2,97,1,TABAS,689Ú88,,
COKE03-71,14030201,80,1.4,0,0,1,98,1,TABAS,672Ú12,,
COKE03-76,14030202,80,1.5,0,0,4,95,1,TABAS,753Ú36,,
COKE03-77,14030202,80.1,1.5,0,0,2,97,1,TABAS,478Ú25,,
COKE03-78,14030202,80.3,1.5,0,0,2,97,1,TABAS,571Ú12,,
COKE03-82,14030203,80.5,1.5,0,0,2,97,1,TABAS,176Ú41,,
COKE03-86,14030203,80.3,1.5,0,0,2,97,1,TABAS,838Ú13,,
COKE03-87,14030203,80.4,1.4,0,0,4,95,1,TABAS,799Ú13,,
COKE03-88,14030203,80.3,1.5,0,0,2,97,1,TABAS,165Ú86,,
COKE03-89,14030203,80.1,1.5,0,0,4,95,1,TABAS,831Ú96,,
COKE03-90,14030203,81.2,1.5,0,0,4,95,1,TABAS,288Ú25,,
COKE03-91,14030204,80,1.5,0,0,3,96,1,TABAS,736Ú83,,
COKE03-92,14030204,80,1.5,0,0,1,98,1,TABAS,838Ú13,,
COKE03-95,14030204,80.2,1.5,0,0,2,97,1,TABAS,752Ú84,,
COKE03-96,14030204,81.3,1.5,0,0,4,95,1,TABAS,517Ú92,,
COKE03-97,14030204,80.2,1.5,0,0,2,97,1,TABAS,799Ú13,,
COKE03-98,14030205,80.3,1.5,0,0,2,97,1,TABAS,622Ú47,,
COKE03-99,14030205,81.2,1.5,0,0,4,95,1,TABAS,455Ú52,,
COKE03-100,14030205,80.7,1.5,0,0,2,97,1,TABAS,838Ú13,,
COKE03-102,14030206,81.6,1.5,0,0,2,97,1,TABAS,259Ú54,,
COKE03-103,14030206,81,1.5,0,0,2,97,1,TABAS,753Ú36,,
COKE03-104,14030206,80.3,1.4,0,0,4,95,1,TABAS,165Ú96,,
COKE03-105,14030206,80.2,1.5,0,0,2,97,1,TABAS,831Ú96,,
COKE03-111,14030209,81.5,1.5,0,0,4,95,1,TABAS,273Ú23,,
COKE03-112,14030209,81,1.5,0,0,2,97,1,TABAS,165Ú96,,
COKE03-113,14030209,81,1.5,0,0,3,96,1,TABAS,473Ú31,,
COKE03-114,14030209,82.1,1.5,0,0,2,97,1,TABAS,288Ú25,,
COKE03-115,14030209,80.8,1.5,0,0,1,98,1,TABAS,399Ú38,,
COKE03-116,14030209,80.7,1.5,0,0,4,95,1,TABAS,756Ú92,,
COKE03-117,14030209,81,1.5,0,0,2,97,1,TABAS,488Ú31,,
COKE03-118,14030209,80,1.4,0,0,2,97,1,TABAS,496Ú23,,
COKE03-119,14030209,81.1,1.5,0,0,1,98,1,TABAS,718Ú92,,
COKE03-120,14030209,81.3,1.5,0,0,1,98,1,TABAS,838Ú13,,
COKE03-127,14030211,80.8,1.5,0,0,1,98,1,TABAS,273Ú23,,
COKE03-128,14030211,82.6,1.5,0,0,2,97,1,TABAS,156Ú92,,
COKE03-129,14030211,80.4,1.5,0,0,1,98,1,TABAS,622Ú38,,
COKE03-130,14030212,80.5,1.5,0,0,2,97,1,TABAS,538Ú38,,
COKE03-131,14030212,81,1.5,0,0,4,95,1,TABAS,478Ú25,,
COKE03-132,14030212,80.9,1.7,0,0,2,97,1,TABAS,317Ú81,Reject,
COKE03-133,14030212,80.1,1.5,0,0,4,95,1,TABAS,273Ú23,,
COKE03-134,14030212,80.9,1.5,0,0,2,97,1,TABAS,313Ú38,,
COKE03-135,14030213,80.2,1.5,0,0,2,97,1,TABAS,172Ú39,,
COKE03-136,14030213,80.2,1.6,0,0,1,98,1,TABAS,399Ú38,Reject,
COKE03-137,14030213,80,1.5,0,0,2,97,1,TABAS,422Ú33,,
COKE03-138,14030213,80.2,1.5,0,0,1,98,1,TABAS,442Ú85,,
COKE03-139,14030213,80.2,1.5,0,0,3,96,1,TABAS,278Ú28,,
COKE03-140,14030213,80.3,1.5,0,0,1,98,1,TABAS,272Ú21,,
COKE03-141,14030216,80,1.5,0,0,2,97,1,TABAS,538Ú38,,
COKE03-142,14030216,80.1,1.5,0,0,1,98,1,TABAS,753Ú36,,
COKE03-144,14030216,82,1.4,0,0,2,97,1,TABAS,156Ú92,,
COKE03-145,14030217,81,1.4,0,0,2,97,1,TABAS,478Ú25,,
COKE03-146,14030217,81.2,1.4,0,0,1,98,1,TABAS,838Ú13,,
COKE03-153,14030217,80.9,1.5,0,0,2,97,1,TABAS,711Ú54,,
COKE03-155,14030217,80.4,1.5,0,0,1,98,1,TABAS,595Ú74,,
COKE03-156,14030218,80.5,1.5,0,0,1,98,1,TABAS,834Ú34,,
COKE03-157,14030218,80.3,1.4,0,0,2,97,1,TABAS,463Ú31,,
COKE03-158,14030218,80.1,1.5,0,0,2,97,1,TABAS,156Ú92,,
COKE03-159,14030218,80.2,1.5,0,0,1,98,1,TABAS,313Ú25,,
COKE03-160,14030218,79.8,1.6,0,0,2,97,1,TABAS,538Ú38,Reject,
COKE03-161,14030218,80.2,1.5,0,0,1,98,1,TABAS,242Ú43,,
COKE03-167,14030219,80.6,1.5,0,0,1,98,1,TABAS,782Ú82,,
COKE03-168,14030219,80.4,1.4,0,0,2,97,1,TABAS,927Ú81,,
COKE03-169,14030219,80.1,1.5,0,0,1,98,1,TABAS,124Ú43,,
COKE03-170,14030219,80.4,1.4,0,0,2,97,1,TABAS,239Ú97,,
COKE03-171,14030219,80.8,1.5,0,0,2,97,1,TABAS,156Ú92,,
COKE03-172,14030219,80.1,1.4,0,0,1,98,1,TABAS,165Ú96,,
COKE03-173,14030219,80,1.4,0,0,2,97,1,TABAS,266Ú33,,
COKE03-177,14030219,81.2,1.3,0,0,1,98,1,TABAS,244Ú43,,
COKE03-178,14030220,80.6,1.5,0,0,1,98,1,TABAS,983Ú82,,
COKE03-179,14030220,80.1,1.5,0,0,2,97,1,TABAS,246Ú82,,
COKE03-180,14030220,80,1.5,0,0,2,97,1,TABAS,755Ú96,,
COKE03-181,14030220,80.1,1.5,0,0,1,98,1,TABAS,161Ú99,,
COKE03-182,14030220,80.4,1.5,0,0,2,97,1,TABAS,248Ú98,,
COKE03-191,14030222,81.4,1.5,0,0,2,97,1,TABAS,624Ú58,,
COKE03-192,14030222,80.3,1.5,0,0,1,98,1,TABAS,225Ú29,,
COKE03-193,14030222,80.8,1.5,0,0,2,97,1,TABAS,259Ú54,,
COKE03-194,14030222,80.3,1.5,0,0,1,98,1,TABAS,946Ú37,,
COKE03-195,14030222,80.2,1.5,0,0,1,98,1,TABAS,876Ú72,,
COKE03-196,14030222,80,1.5,0,0,1,98,1,TABAS,793Ú62,,
COKE03-204,14030223,81.1,1.4,0,0,2,97,1,TABAS,293Ú32,,
COKE03-205,14030223,80.6,1.5,0,0,1,98,1,TABAS,463Ú47,,
COKE03-206,14030223,80,1.4,0,0,2,97,1,TABAS,523Ú99,,
COKE03-215,14030224,80.7,1.4,0,0,1,98,1,TABAS,317Ú81,,
COKE03-216,14030224,81,1.4,0,0,2,97,1,TABAS,753Ú36,,
COKE03-217,14030224,80.6,1.4,0,0,1,98,1,TABAS,675Ú63,,
COKE03-218,14030224,81.4,1.4,0,0,2,97,1,TABAS,444Ú96,,
COKE03-219,14030224,82,1.4,0,0,1,98,1,TABAS,888Ú85,,
COKE03-224,14030224,81.4,1.5,0,0,2,97,1,TABAS,141Ú71,,
COKE03-225,14030224,82.5,1.4,0,0,1,98,1,TABAS,963Ú63,,
COKE03-228,14030225,81.6,1.4,0,0,2,97,1,TABAS,165Ú94,,
COKE03-229,14030225,81.4,1.4,0,0,1,98,1,TABAS,635Ú66,,
COKE03-230,14030225,81.2,1.4,0,0,2,97,1,TABAS,531Ú84,,
COKE03-231,14030225,81.5,1.4,0,0,1,98,1,TABAS,259Ú54,,
COKE03-240,14030226,81.4,1.4,0,0,1,98,1,TABAS,762Ú83,,
COKE03-246,14030227,80.1,1.5,0,0,1,98,1,TABAS,244Ú43,,
COKE03-247,14030227,81.2,1.5,0,0,2,97,1,TABAS,646Ú43,,
COKE03-259,14030229,81.7,1.5,0,0,2,98,0,TABAS,756Ú92,,
COKE03-260,14030229,81.7,1.4,0,0,1,98,1,TABAS,266Ú33,,
COKE03-262,14030230,81.4,1.4,0,0,3,96,1,TABAS,756Ú92,,
COKE03-263,14030230,81.06,1.5,0,0,1,98,1,TABAS,244Ú43,,
COKE03-264,14030230,81,1.5,0,0,2,97,1,TABAS,898Ú14,,
COKE03-265,14030230,80,1.6,0,0,1,98,1,TABAS,156Ú92,Reject,
COKE03-266,14030230,78.9,1.6,0,0,2,97,1,TABAS,552Ú29,Reject,
COKE03-267,14030231,80.1,1.5,0,0,1,98,1,TABAS,628Ú24,,
COKE03-268,14030231,80.3,1.5,0,0,2,97,1,TABAS,519Ú12,,
COKE03-269,14030231,80.4,1.5,0,0,1,98,1,TABAS,654Ú33,,
COKE03-270,14030231,81.4,1.5,0,0,2,97,1,TABAS,244Ú34,,
COKE03-271,14030231,81.5,1.5,0,0,1,98,1,TABAS,645Ú14,,
COKE03-272,14030231,82.2,1.5,0,0,2,97,1,TABAS,838Ú13,,
COKE03-277,14030301,81,1.5,0,0,1,98,1,TABAS,516Ú55,,
COKE03-278,14030301,82.2,1.5,0,0,2,98,0,TABAS,199Ú87,,
COKE03-279,14030301,81.3,1.5,0,0,2,97,1,TABAS,216Ú61,,
COKE03-280,14030301,82.8,1.5,0,0,1,98,1,TABAS,519Ú12,,
COKE03-281,14030301,81.5,1.5,0,0,1,98,1,TABAS,628Ú24,,
COKE03-288,14030303,81.5,1.5,0,0,4,96,0,TABAS,628Ú24,,
COKE03-289,14030303,81.7,1.5,0,0,3,97,0,TABAS,519Ú12,,
COKE03-290,14030303,81.3,1.5,0,0,2,98,0,TABAS,568Ú26,,
COKE03-291,14030303,81,1.5,0,0,3,97,0,TABAS,354Ú88,,
COKE03-292,14030303,80.1,1.5,0,0,2,98,0,TABAS,317Ú81,,
COKE03-293,14030303,81.1,1.5,0,0,2,98,0,TABAS,282Ú78,,
COKE03-294,14030303,80,1.5,0,0,3,97,0,TABAS,216Ú61,,
COKE03-295,14030303,80.4,1.5,0,0,1,98,1,TABAS,898Ú14,,
COKE03-296,14030303,81.1,1.5,0,0,2,97,1,TABAS,595Ú76,,
COKE03-301,14030305,80.3,1.6,0,0,2,98,0,TABAS,125Ú67,Reject,
COKE03-302,14030305,80.5,1.5,0,0,2,97,1,TABAS,434Ú43,,
COKE03-303,14030305,80.5,1.6,0,0,1,98,1,TABAS,466Ú37,Reject,
COKE03-304,14030305,80.1,1.5,0,0,3,97,0,TABAS,657Ú75,,
COKE03-305,14030305,80.2,1.5,0,0,1,98,1,TABAS,651Ú18,,
COKE03-306,14030305,80.3,1.5,0,0,2,97,1,TABAS,815Ú42,,
COKE03-307,14030305,80,1.5,0,0,2,98,0,TABAS,913Ú91,,
COKE03-309,14030305,80.2,1.5,0,0,2,97,1,TABAS,253Ú35,,
COKE03-310,14030305,80.2,1.5,0,0,3,97,0,TABAS,595Ú76,,
COKE03-311,14030305,81.6,1.5,0,0,1,98,1,TABAS,813Ú74,,
COKE03-312,14030305,80.5,1.5,0,0,2,97,1,TABAS,844Ú51,,
COKE03-318,14030322,80.5,1.3,0,0,2,97,1,TABAS,987Ú64,,
COKE03-319,14030322,80.6,1.3,0,0,2,98,0,TABAS,176Ú41,,
COKE03-334,14030324,80,1.3,0,0,3,97,0,TABAS,553Ú29,,
COKE03-335,14030324,80.1,1.3,0,0,1,98,1,TABAS,753Ú36,,
COKE03-344,14030326,80,1.3,0,0,3,97,0,TABAS,753Ú36,,
COKE03-345,14030326,80,1.3,0,0,1,98,1,TABAS,293Ú32,,
COKE03-346,14030326,80.2,1.4,0,0,2,97,1,TABAS,317Ú81,,
COKE03-388,14030407,80.8,1.4,0,0,0,93,7,TABAS,753Ú36,,
COKE03-389,14030407,82.5,1.4,7.5,0,0,95,5,TABAS,317Ú81,,
COKE03-315,14030321,80.3,1.3,0,0,1,42,57,Petrosaman,794Ú78,,
COKE03-316,14030321,79.3,1.6,0,0,0,64,36,Petrosaman,653Ú78,Reject,
COKE03-376,14030330,80.8,1.5,0,0,0,83,17,Petrosaman,858Ú92,Reject,
COKE03-386,14030404,81.9,1.5,0,0,1,99,0,Petrosaman,265Ú18,Reject,
COKE03-387,14030404,81.9,1.4,0,0,2,98,0,Petrosaman,885Ú86,Reject,
COKE03-390,14030410,84.3,1.4,0,0,2,96,2,TABAS,636Ú55,,
COKE03-391,14030410,81.1,1.3,0,0,1,98,1,TABAS,871Ú47,,
COKE03-392,14030410,82.1,1.3,0,0,1,97,2,TABAS,176Ú41,,
COKE03-393,14030410,81.8,1.3,0,0,2,95,3,TABAS,317Ú81,,
COKE03-394,14030410,82.5,1.3,0,0,3,96,1,TABAS,753Ú36,,
COKE03-395,14030410,81.6,1.3,0,0,1,97,2,TABAS,165Ú96,,
COKE03-396,14030410,82.9,1.3,0,0,2,97,1,TABAS,918Ú79,,
COKE03-397,14030410,83.3,1.3,0,0,2,96,2,TABAS,348Ú83,,
COKE03-398,14030411,83.2,1.4,0,0,1,98,1,TABAS,5858Ú76,,
COKE03-399,14030411,83.1,1.3,0,0,1,95,4,TABAS,293Ú32,,
COKE03-400,14030411,80.9,1.4,0,0,1,97,2,TABAS,127Ú79,,
COKE03-401,14030411,80.6,1.4,0,0,2,96,2,TABAS,258Ú37,,
COKE03-402,14030412,82.2,1.4,0,0,2,95,3,TABAS,918Ú79,,
COKE03-403,14030412,82.1,1.3,0,0,3,96,1,TABAS,753Ú36,,
COKE03-404,14030412,82.5,1.3,0,0,1,97,2,TABAS,176Ú41,,
COKE03-405,14030412,82.8,1.3,0,0,2,97,1,TABAS,871Ú47,,
COKE03-406,14030412,81.8,1.3,0,0,0,95,5,TABAS,293Ú32,,
COKE03-407,14030412,80.8,1.3,0,0,2,96,2,TABAS,522Ú54,,
COKE03-408,14030413,83,1.3,0,0,2,97,1,TABAS,531Ú38,,
COKE03-409,14030413,83.1,1.3,0,0,2,96,2,TABAS,545Ú29,,
COKE03-410,14030413,80.5,1.4,0,0,1,98,1,TABAS,474Ú71,,
COKE03-411,14030413,83,1.2,0,0,1,95,4,TABAS,753Ú36,,
COKE03-412,14030413,82.9,1.3,0,0,1,97,2,TABAS,317Ú81,,
COKE03-413,14030413,82.7,1.4,0,0,2,96,2,TABAS,772Ú26,,
COKE03-414,14030413,83,1.4,0,0,3,96,1,TABAS,285Ú12,,
COKE03-416,14030413,80.3,1.3,0,0,1,97,2,TABAS,127Ú79,,
COKE03-417,14030414,81.8,1.3,0,0,2,96,2,TABAS,176Ú41,,
COKE03-418,14030414,81.9,1.3,0,0,1,98,1,TABAS,616Ú55,,
COKE03-419,14030416,80.7,1.1,0,0,0,95,5,TABAS,317Ú81,,
COKE03-420,14030416,82.6,1.3,0,0,1,98,1,TABAS,266Ú33,,
COKE03-421,14030416,83.1,1.3,0,0,1,95,4,TABAS,772Ú26,,
COKE03-422,14030416,81.9,1.2,0,0,1,97,2,TABAS,538Ú38,,
COKE03-423,14030416,82.7,1.3,0,0,1,98,1,TABAS,165Ú96,,
COKE03-424,14030416,81.6,1.3,0,0,0,97,3,TABAS,898Ú14,,
COKE03-426,14030417,80.3,1.1,0,0,1,98,1,TABAS,727Ú16,,
COKE03-427,14030418,80.6,1.3,0,0,0,95,5,TABAS,339Ú17,,
COKE03-428,14030418,82.5,1.4,0,0,1,98,1,TABAS,176Ú41,,
COKE03-429,14030418,82.8,1.1,0,0,1,95,4,TABAS,293Ú32,,
COKE03-430,14030418,80.3,1.3,0,0,1,98,1,TABAS,616Ú55,,
COKE03-431,14030419,83.4,1.3,0,0,0,96,4,TABAS,317Ú81,,
COKE03-432,14030419,82.1,1.4,0,0,1,97,2,TABAS,772Ú26,,
COKE03-433,14030420,81.4,1.3,0,0,1,98,1,TABAS,176Ú41,,
COKE03-434,14030420,82,1.4,0,0,0,97,3,TABAS,545Ú29,,
COKE03-435,14030420,82,1.4,0,0,1,98,1,TABAS,293Ú32,,
COKE03-436,14030420,82.7,1.3,0,0,0,95,5,TABAS,616Ú55,,
COKE03-437,14030420,80.8,1.4,0,0,0,96,4,TABAS,898Ú14,,
COKE03-438,14030420,80.7,1.4,0,0,1,97,2,TABAS,595Ú76,,
COKE03-439,14030421,82.3,1.4,0,0,0,97,3,TABAS,165Ú96,,
COKE03-440,14030421,82.2,1.5,0,0,1,98,1,TABAS,763Ú83,,
COKE03-441,14030421,82.8,1.5,0,0,0,95,5,TABAS,871Ú47,,
COKE03-442,14030421,82.5,1.4,0,0,1,98,1,TABAS,854Ú84,,
COKE03-443,14030421,82.4,1.3,0,0,1,95,4,TABAS,259Ú54,,
COKE03-444,14030423,82.5,1.3,0,0,0,96,4,TABAS,531Ú38,,
COKE03-445,14030423,80.3,1.3,0,0,1,97,2,TABAS,538Ú38,,
COKE03-446,14030423,80.6,1.4,0,0,0,97,3,TABAS,285Ú12,,
COKE03-447,14030423,81.3,1.4,0,0,0,96,4,TABAS,553Ú29,,
COKE03-448,14030424,82.8,1.4,0,0,2,98,0,TABAS,756Ú92,,
COKE03-449,14030424,81.2,1.4,0,0,1,98,1,TABAS,918Ú79,,
COKE03-450,14030424,82.7,1.3,0,0,3,96,1,TABAS,772Ú26,,
COKE03-451,14030424,80.7,1.3,0,0,1,98,1,TABAS,293Ú32,,
COKE03-452,14030424,83,1.3,0,0,2,97,1,TABAS,259Ú54,,
COKE03-453,14030424,82.9,1.3,0,0,1,98,1,TABAS,176Ú41,,
COKE03-454,14030424,82.5,1.3,0,0,0,95,5,TABAS,531Ú38,,
COKE03-455,14030424,80.6,1.3,0,0,1,98,1,TABAS,595Ú76,,
COKE03-456,14030424,83.1,1.3,0,0,1,95,4,TABAS,545Ú29,,
COKE03-457,14030424,80.8,1.5,0,0,0,97,3,TABAS,423Ú33,,
COKE03-458,14030428,83,1.5,0,0,1,98,1,TABAS,538Ú38,,
COKE03-459,14030428,82.9,1.3,0,0,0,95,5,TABAS,871Ú47,,
