tar,heat_no,cao,feo,sio2,mgo,al2o3,p2o5,mno,b2,b3,b4
14021013,4025165,28,27.5,23.2,10.6,4.8,0.856,0.189,1.21,1,1.38
14021013,4025169,26.6,29.8,23.4,10.3,4.5,0.861,0.178,1.14,0.95,1.32
14021013,4025170,23.5,35.3,20.9,10.7,4,0.804,0.174,1.12,0.94,1.37
14021013,4025174,24.8,33,21.5,10.7,4.6,0.85,0.178,1.15,0.95,1.36
14021013,4025180,23.9,34.7,20.6,11,4.2,0.856,0.174,1.16,0.96,1.41
14021014,4025188,25.5,30.5,23.2,10.5,4.5,0.807,0.195,1.1,0.92,1.3
14021014,4025190,24.6,32.8,22.2,10.3,4.3,0.752,0.202,1.11,0.93,1.32
14021014,4025193,25.3,28.5,24.5,11,4.9,0.775,0.194,1.03,0.86,1.23
14021014,4025195,24.1,33.7,21.8,10.2,4.5,0.813,0.182,1.11,0.92,1.3
14021014,4025199,24.2,33.7,22.1,9.9,4.3,0.779,0.179,1.1,0.92,1.29
14021015,4025200,23,36.1,21,9.9,4.3,0.823,0.177,1.1,0.91,1.3
14021015,4025203,25.6,30.3,23,10.3,4.8,0.91,0.2,1.11,0.92,1.29
14021015,4025205,26.4,30.5,22.3,10.5,4.5,0.874,0.186,1.18,0.99,1.38
14021015,4025207,27,28.7,23.4,10.3,4.8,0.868,0.194,1.15,0.96,1.32
14021015,4025210,24.5,31.7,23,10.4,4.5,0.89,0.195,1.07,0.89,1.27
14021015,4025215,26.6,30.5,22.2,10.6,4.4,0.834,0.264,1.2,1,1.4
14021016,4025217,25,33.1,21.5,10.8,4.1,0.832,0.205,1.16,0.98,1.4
14021016,4025220,24.8,31.9,22.9,10.3,4.5,0.92,0.191,1.08,0.91,1.28
14021016,4025224,25.3,32.3,21.9,10.5,4.4,0.926,0.221,1.16,0.96,1.36
14021016,4025225,28.4,24.1,25.1,11.2,5.4,0.977,0.299,1.13,0.93,1.3
14021016,4025229,28.4,25.8,24.4,10.9,4.8,0.955,0.244,1.16,0.97,1.35
14021016,4025230,29.2,25,24.7,10.4,5,0.926,0.233,1.18,0.98,1.33
14021016,4025233,27.2,28,23.2,11.3,4.7,0.913,0.207,1.17,0.97,1.38
14021016,4025235,26,29.2,23.1,11.6,4.6,0.884,0.197,1.13,0.94,1.36
14021017,4025245,26.4,31.3,21.7,10.1,4.6,0.801,0.217,1.22,1,1.39
14021017,4025250,24.5,32.8,21.8,10.4,4.5,0.88,0.213,1.12,0.93,1.33
14021018,4025255,25.1,29,24,11.7,4.7,0.832,0.2,1.05,0.87,1.28
14021018,4025257,29.2,23.4,25.1,11.7,4.8,0.91,0.209,1.16,0.98,1.37
14021018,4025260,29.8,22.9,25.1,11.6,5,0.923,0.215,1.19,0.99,1.38
14021018,4025262,29.5,22.3,25.6,11.7,5.1,0.97,0.217,1.15,0.96,1.34
14021018,4025274,23.3,35.4,21.4,10.2,4.2,0.782,0.166,1.09,0.91,1.31
14021018,4025275,23.8,35.4,21.1,9.8,4.4,0.8,0.175,1.13,0.93,1.32
14021019,4025279,21.7,39.8,19.2,9.7,3.9,0.731,0.163,1.13,0.94,1.36
14021019,4025280,22.5,37,20.8,9.9,4.1,0.707,0.201,1.08,0.9,1.3
14021019,4025285,24.3,33.7,21.8,9.8,4.5,0.819,0.203,1.11,0.92,1.3
14021019,4025290,22.4,37.3,20.5,9.9,4.1,0.791,0.191,1.09,0.91,1.31
14021019,4025293,27.8,28.9,23.2,9.6,4.4,1.014,0.176,1.2,1.01,1.36
14021019,4025295,26.3,31.4,22.1,10,4.3,0.955,0.19,1.19,1,1.37
14021019,4025298,29.1,27.4,23,9.9,4.7,0.925,0.206,1.27,1.05,1.41
14021020,4025300,25.1,31.5,22.3,10.9,4.5,0.915,0.211,1.12,0.93,1.34
14021020,4025305,24.9,32.7,21.6,10.8,4.4,0.831,0.214,1.15,0.96,1.37
14021020,4025307,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38
14021020,4025314,25,33,21.1,11.1,4.2,0.774,0.18,1.18,0.99,1.43
14021020,4025315,24.6,31.8,22.3,11.2,4.5,0.861,0.182,1.1,0.92,1.34
14021020,4025316,22.9,35.3,20.6,11.4,4.1,0.884,0.192,1.11,0.93,1.39
14021020,4025320,22.6,35.5,20.6,11.5,4.1,0.871,0.182,1.1,0.91,1.38
14021021,4025325,24.9,32.1,22.5,10,4.6,0.884,0.211,1.11,0.92,1.29
14021021,4025329,24,32.9,21.7,11,4.4,0.906,0.214,1.11,0.92,1.34
14021021,4025330,23.8,33.1,21.8,11,4.4,0.909,0.222,1.09,0.91,1.33
14021021,4025335,21.5,39.2,19.7,9.7,4,0.869,0.226,1.09,0.91,1.32
14021021,4025340,21,41.3,19.1,9,3.8,0.864,0.191,1.1,0.92,1.31
14021021,4025343,21.1,40.7,19.6,8.9,3.9,0.848,0.175,1.08,0.9,1.28
14021022,4025350,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48
14021022,4025355,23.9,36.5,20.1,9.8,4.2,0.862,0.196,1.19,0.98,1.39
14021023,4025370,22.2,38.9,19.5,9.9,4.1,0.764,0.205,1.14,0.94,1.36
14021023,4025375,23.2,37.7,19.5,10.1,3.9,0.841,0.248,1.19,0.99,1.42
14021023,4025378,22.8,37.6,19.7,10.4,4,0.82,0.224,1.16,0.96,1.4
14021024,4025380,21.9,40,18.7,10.3,3.7,0.825,0.186,1.17,0.98,1.44
14021024,4025383,22.1,37.4,20.3,10.6,4.2,0.865,0.201,1.09,0.9,1.33
14021024,4025385,23.4,37.9,18.6,10.6,3.9,0.802,0.394,1.26,1.04,1.51
14021024,4025390,23,36.9,18.5,12.7,3.7,0.799,0.191,1.24,1.04,1.61
14021024,4025395,21.5,39.7,19,10,4.1,0.8,0.195,1.13,0.93,1.36
14021025,4025400,25.3,31.3,23.1,9.8,4.5,0.902,0.188,1.1,0.92,1.27
14021025,4025405,25.9,26.9,25,11.3,5.1,0.802,0.208,1.04,0.86,1.24
14021026,4025410,25.7,29.3,24,10.3,5,0.86,0.203,1.07,0.89,1.24
14021026,4025415,23.4,38.1,19.8,9.2,4,0.794,0.175,1.18,0.98,1.37
14021026,4025420,22.5,35.9,22.8,8.6,4.6,0.785,0.183,0.99,0.82,1.14
14021026,4025423,26.9,26.2,25.4,10.7,5.2,0.822,0.187,1.06,0.88,1.23
14021026,4025425,24.6,31.8,22.8,10.4,4.7,0.855,0.191,1.08,0.89,1.27
14021026,4025428,23.7,32.2,23,10.8,4.7,0.757,0.184,1.03,0.86,1.25
14021027,4025434,26.5,26.4,25.6,10.7,5,0.872,0.235,1.04,0.87,1.22
14021027,4025435,27.4,24.2,25.9,11.4,5.4,0.724,0.22,1.06,0.88,1.24
14021027,4025437,27.2,26.5,25,10.6,5,0.81,0.223,1.09,0.91,1.26
14021027,4025440,26.8,27.4,24.5,10.7,4.9,0.78,0.204,1.09,0.91,1.28
14021027,4025445,30.3,18.9,27.3,12.3,5.4,0.938,0.202,1.11,0.93,1.3
14021027,4025448,31.5,19.6,26.5,11.5,5.2,0.926,0.194,1.19,0.99,1.36
14021027,4025450,27.4,28.9,25.6,11.8,0.5,0.932,0.204,1.07,1.05,1.5
14021027,4025452,27.8,23.3,25.8,12.1,5.3,0.781,0.197,1.08,0.89,1.28
14021027,4025455,27,25.3,25.1,11.7,5.3,0.807,0.208,1.08,0.89,1.27
14021027,4025457,23,32.6,23.9,10.2,4.8,0.764,0.204,0.96,0.8,1.16
14021027,4025460,24.1,32.4,23.1,10.3,4.6,0.846,0.192,1.04,0.87,1.24
14021028,4025461,20.8,38.3,21.5,9.3,4.2,0.772,0.177,0.97,0.81,1.17
14021028,4025465,22.1,35.9,21.9,9.7,4.5,0.808,0.181,1.01,0.84,1.2
14021028,4025467,20.7,37.7,22,9.4,4.3,0.732,0.175,0.94,0.79,1.14
14021028,4025470,24.5,33.2,22.1,9.9,4.4,0.804,0.175,1.11,0.92,1.3
14021028,4025472,21.5,36.7,22,9.7,4.3,0.79,0.169,0.98,0.82,1.19
14021028,4025475,23.8,33.1,22.2,10.5,4.5,0.847,0.182,1.07,0.89,1.28
14021029,4025480,23.9,31.2,23.9,10.5,4.9,0.753,0.198,1,0.83,1.19
14021029,4025484,24,32.1,22.1,11.3,4.8,0.811,0.188,1.09,0.89,1.31
14021029,4025485,24.5,31.9,22.4,11,4.5,0.835,0.176,1.09,0.91,1.32
14021030,4025488,24,31.8,23.4,10.8,4.5,0.745,0.182,1.03,0.86,1.25
14021030,4025490,23.9,33.3,22.5,10.4,4.4,0.834,0.174,1.06,0.89,1.28
14021030,4025495,25.9,29,24,10.5,4.9,0.868,0.209,1.08,0.9,1.26
14021030,4025500,27,26.8,24.8,10.5,5.3,0.872,0.205,1.09,0.9,1.25
14021030,4025503,24.5,28.8,24.6,11.5,5.1,0.758,0.183,1,0.82,1.21
14021030,4025505,22.8,34.2,22.5,9.9,5.1,0.755,0.254,1.01,0.83,1.18
14021030,4025510,21.1,37.8,21.5,9.9,4.1,0.82,0.168,0.98,0.82,1.21
14021030,4025518,21.3,39.7,19.6,9.9,3.9,0.789,0.222,1.09,0.91,1.33
14021030,4025520,23.2,38.2,19.8,9.4,3.8,0.792,0.186,1.17,0.98,1.38
14021030,4025523,20.5,39.2,20.7,9.9,4.1,0.788,0.175,0.99,0.83,1.23
14021101,4025525,21.6,35.1,22.4,10.3,4.6,0.798,0.183,0.96,0.8,1.18
14021101,4025527,23.1,34.6,21.8,10.1,4.5,0.903,0.169,1.06,0.88,1.26
14021101,4025535,21.5,36.1,22.8,9.4,4.4,0.762,0.158,0.94,0.79,1.14
14021101,4025539,21,39.6,19.9,9.6,4,0.822,0.164,1.06,0.88,1.28
14021101,4025540,20.8,40.4,19.5,9.4,3.9,0.825,0.164,1.07,0.89,1.29
14021102,4025545,21.2,40.4,19.3,9.2,4.3,0.818,0.172,1.1,0.9,1.29
14021102,4025550,22.1,36.4,20.4,10,5.3,0.854,0.209,1.08,0.86,1.25
14021102,4025555,19.2,41.6,18.4,11.5,3.8,0.786,0.221,1.04,0.86,1.38
14021102,4025559,23.1,33.6,22.2,10.9,4.6,0.798,0.187,1.04,0.86,1.27
14021103,4025565,20.5,38.9,19.9,10.9,4,0.762,0.161,1.03,0.86,1.31
14021103,4025570,23.8,17.8,23,24.7,5,0.725,0.219,1.03,0.85,1.73
14021103,4025572,27.7,25.5,24.5,11.8,4.6,0.892,0.178,1.13,0.95,1.36
14021103,4025575,22.6,29.7,20.7,16.9,4.3,0.848,0.172,1.09,0.9,1.58
14021103,4025580,22.8,35.6,20.5,11.2,4.1,0.887,0.179,1.11,0.93,1.38
14021104,4025585,28.7,22.8,24.4,13.1,5.1,0.943,0.482,1.18,0.97,1.42
14021105,4025595,25.7,30.7,23.4,9.7,4.6,0.921,0.219,1.1,0.92,1.26
14021105,4025597,25.2,32.2,23.1,9,4.6,0.879,0.217,1.09,0.91,1.23
14021105,4025600,23.8,34.5,22.2,9.1,4.5,0.892,0.202,1.07,0.89,1.23
14021105,4025605,25.3,35,20.6,8.6,4.4,1.002,0.224,1.23,1.01,1.36
14021105,4025608,24,38,19.4,8.3,4.3,0.977,0.217,1.24,1.01,1.36
14021105,4025610,26.6,28.7,23.6,10.1,4.9,1.052,0.224,1.13,0.93,1.29
14021106,4025618,20.6,40.7,20.1,9,4.1,0.754,0.19,1.02,0.85,1.22
14021106,4025620,24.8,30.4,24.5,9.9,4.8,0.83,0.204,1.01,0.85,1.18
14021106,4025625,24.6,30.6,24.7,9.6,5,0.795,0.206,1,0.83,1.15
14021107,4025627,25.1,32.1,22.7,8.6,5.5,0.939,0.258,1.11,0.89,1.2
14021107,4025630,29.3,24.3,25.7,9.6,5.2,0.953,0.229,1.14,0.95,1.26
14021107,4025635,29.2,24.2,24.2,11,5.5,0.873,0.243,1.21,0.98,1.35
14021107,4025640,20.1,40.5,19.3,10.2,4.3,0.745,0.189,1.04,0.85,1.28
14021107,4025642,22.1,39.1,19.5,9.2,4.4,0.807,0.204,1.13,0.92,1.31
14021107,4025645,21.9,40.1,19.2,9,4.1,0.75,0.188,1.14,0.94,1.33
14021107,4025650,20.9,43,18.3,8.4,3.7,0.778,0.181,1.14,0.95,1.33
14021107,4025652,21.4,41.6,19,8.4,3.9,0.783,0.18,1.13,0.93,1.3
14021107,4025656,23.3,37.1,21,8.5,4.4,0.856,0.205,1.11,0.92,1.25
14021108,4025660,21.4,41.6,19.5,8,3.8,0.806,0.163,1.1,0.92,1.26
14021108,4025662,22,40.5,19.7,8.2,4,0.775,0.16,1.12,0.93,1.27
14021108,4025665,18.7,47.4,16.4,8.5,3.4,0.708,0.161,1.14,0.94,1.37
14021108,4025672,21.6,39,20.1,9.4,4.2,0.841,0.178,1.07,0.89,1.28
14021108,4025675,24.5,34.2,21.9,9.4,4.2,0.86,0.165,1.12,0.94,1.3
14021108,4025676,19.8,44.9,17.9,8.2,3.6,0.77,0.149,1.11,0.92,1.3
14021108,4025680,24,38.5,19.4,8.4,4,0.823,0.193,1.24,1.03,1.38
14021108,4025683,23.5,39.6,18.7,8.6,3.7,1.334,0.179,1.26,1.05,1.43
14021108,4025684,22.3,42,18.4,8.1,3.9,0.774,0.181,1.21,1,1.36
14021108,4025685,27.2,32.9,21.3,8.9,4.3,0.851,0.181,1.28,1.06,1.41
14021109,4025688,29.5,31.4,20.5,8.3,4.6,0.916,0.192,1.44,1.17,1.5
14021109,4025690,24.7,37.1,20,8.4,4.1,0.876,0.17,1.23,1.02,1.37
14021109,4025693,20.4,41.3,18.9,10.2,3.8,0.779,0.225,1.08,0.9,1.35
14021109,4025695,22.7,38.5,20.7,8.7,4.2,0.759,0.191,1.1,0.91,1.26
14021109,4025698,21.3,43,18,8.4,3.7,0.807,0.177,1.18,0.98,1.37
14021109,4025700,24.4,34.9,21.4,9.2,4.3,0.872,0.195,1.14,0.95,1.31
14021109,4025702,25,35.5,20.6,9.3,4.1,0.883,0.209,1.21,1.01,1.39
14021110,4025705,21.5,38.9,18,11.6,4,0.805,0.26,1.19,0.98,1.5
14021110,4025707,21,40.6,19.5,8.9,4.1,0.797,0.208,1.08,0.89,1.27
14021110,4025708,22.9,37,21.1,8.7,4.4,0.821,0.201,1.09,0.9,1.24
14021110,4025709,22.3,39.1,19.7,8.8,4.2,0.84,0.198,1.13,0.93,1.3
14021110,4025710,25,32.9,22,9.5,4.6,0.892,0.224,1.14,0.94,1.3
14021110,4025715,26.1,31.1,22.5,9.4,4.8,0.965,0.183,1.16,0.96,1.3
14021110,4025718,25.2,33.1,21.9,9.1,4.7,0.917,0.173,1.15,0.95,1.29
14021111,4025730,22.1,38,20.5,9.7,4.1,0.823,0.196,1.08,0.9,1.29
14021111,4025733,22.8,33.3,18.6,14.9,4.5,0.733,0.677,1.23,0.99,1.63
14021111,4025735,20.3,40.4,17.6,12.4,3.7,0.734,0.303,1.15,0.95,1.54
14021111,4025738,20.4,39.4,18.4,12.4,3.8,0.739,0.34,1.11,0.92,1.48
14021112,4025745,23.2,34.9,22.2,9.6,4.6,0.804,0.216,1.05,0.87,1.22
14021112,4025748,24.4,35.8,21.2,8.8,4.2,0.85,0.204,1.15,0.96,1.31
14021112,4025750,24.2,37,20.4,8.6,4.2,0.835,0.198,1.19,0.98,1.33
14021113,4025753,23.2,33.5,24,9,4.6,0.678,0.193,0.97,0.81,1.13
14021113,4025755,23.5,34.4,22.7,9.2,4.6,0.705,0.186,1.04,0.86,1.2
14021114,4025760,23.3,35.6,22,9.1,4.6,0.742,0.187,1.06,0.88,1.22
14021114,4025765,26.4,32.6,21.7,9.2,4.4,0.886,0.184,1.22,1.01,1.36
14021114,4025768,27,28.8,23.6,10.3,4.8,0.856,0.192,1.14,0.95,1.31
14021114,4025770,27.1,27.1,24.8,10.2,5.2,0.777,0.208,1.09,0.9,1.24
14021114,4025773,25.7,29.3,24.9,9.7,4.8,0.817,0.196,1.03,0.87,1.19
14021114,4025775,27.2,23.2,29.2,9.2,5.8,0.617,0.224,0.93,0.78,1.04
14021114,4025778,28.1,22.6,28.4,10.2,5.2,0.718,0.195,0.99,0.84,1.14
14021114,4025780,25.6,30.7,24.1,9.3,4.6,0.824,0.191,1.06,0.89,1.22
14021114,4025785,25.2,30.9,24.2,9.6,4.5,0.818,0.188,1.04,0.88,1.21
14021114,4025787,24.9,30.8,23.5,10.7,4.7,0.736,0.191,1.06,0.88,1.26
14021114,4025790,24.8,31,23.3,10.7,4.7,0.739,0.189,1.06,0.89,1.27
14021115,4025795,27.1,26.9,24.7,10.6,5,0.82,0.205,1.1,0.91,1.27
14021115,4025798,26.9,28.3,24.7,9.5,4.8,0.804,0.21,1.09,0.91,1.23
14021115,4025800,27.9,21.8,28.2,10.9,5.4,0.758,0.202,0.99,0.83,1.15
14021115,4025803,26.1,27.6,25.1,10.7,4.7,0.781,0.186,1.04,0.88,1.23
14021115,4025805,26.2,28.1,24.5,10.7,4.7,0.868,0.188,1.07,0.9,1.26
14021115,4025809,24.7,30.7,23.6,10.5,4.7,0.771,0.193,1.05,0.87,1.24
14021116,4025815,23.4,35.8,21.7,9.5,4.1,0.821,0.173,1.08,0.91,1.28
14021116,4025820,25.4,29.9,24.3,10.5,4.6,0.812,0.227,1.05,0.88,1.24
14021116,4025825,23.1,35.3,21.9,9.8,4.5,0.784,0.194,1.05,0.88,1.25
14021116,4025827,23.3,35.5,21.9,9.7,4.3,0.834,0.184,1.06,0.89,1.26
14021116,4025830,23.9,33.4,23.2,9.9,4.3,0.8,0.184,1.03,0.87,1.23
14021117,4025835,26,29.6,23.7,10.2,4.6,0.81,0.189,1.1,0.92,1.28
14021117,4025840,26.7,25.2,26.6,10.5,5.1,0.805,0.201,1,0.84,1.17
14021117,4025845,25.7,31.2,22.9,9.8,4.5,0.857,0.193,1.12,0.94,1.3
14021117,4025850,25.4,33.3,21.5,9.6,4.4,0.871,0.202,1.18,0.98,1.35
14021118,4025860,18.3,47.4,18.2,7.2,3.6,0.681,0.155,1.01,0.84,1.17
14021119,4025875,18.6,47.8,17.5,7.6,3.4,0.634,0.146,1.06,0.89,1.25
14021119,4025890,22.6,42.4,17.6,8.3,3.7,0.73,0.257,1.28,1.06,1.45
14021120,4025900,32,18.7,26.7,11.1,5.6,0.92,0.211,1.2,0.99,1.33
14021121,4025905,30.4,17.7,28.2,12.1,6,0.637,0.218,1.08,0.89,1.24
14021121,4025907,29.1,20.9,27.8,11,5.4,0.762,0.216,1.05,0.88,1.21
14021121,4025910,21.2,41.9,18.8,8.5,3.7,0.941,0.167,1.13,0.94,1.32
14021121,4025915,22.2,39.6,19.2,9.1,3.9,0.888,0.193,1.16,0.96,1.35
14021121,4025925,21.9,38,21.6,8.6,4.3,0.764,0.184,1.01,0.85,1.18
14021121,4025927,24.7,32.3,23.4,9.3,4.8,0.784,0.206,1.06,0.88,1.21
14021122,4025930,21.3,40.1,20.4,8.6,4,0.767,0.177,1.04,0.87,1.23
14021122,4025935,22.3,36.9,21.5,9.6,4.1,0.762,0.192,1.04,0.87,1.25
14021122,4025937,22,39.6,19.5,9.3,3.9,0.875,0.182,1.13,0.94,1.34
14021122,4025940,23.4,37.6,20.2,9.2,4,0.892,0.192,1.16,0.97,1.35
14021123,4025945,19.4,43.5,19.5,8,4.1,0.753,0.174,0.99,0.82,1.16
14021123,4025948,20.2,42.6,19.8,8.1,3.8,0.767,0.168,1.02,0.86,1.2
14021123,4025950,22.2,38.2,21.5,8.5,4.2,0.812,0.183,1.03,0.86,1.19
14021123,4025953,19.7,42.3,20.9,8.1,3.9,0.685,0.168,0.94,0.79,1.12
14021123,4025955,21.4,39.5,21.1,8.8,3.9,0.777,0.181,1.01,0.86,1.21
14021123,4025959,21.1,42.5,18.3,8.7,3.7,0.831,0.185,1.15,0.96,1.35
14021123,4025960,19.9,44.8,17.4,8.7,3.6,0.78,0.167,1.14,0.95,1.36
14021123,4025964,20.9,41.8,18.7,9,3.8,0.834,0.176,1.12,0.93,1.33
14021124,4025966,22.8,35.9,22.1,9,4.4,0.77,0.2,1.03,0.86,1.2
14021124,4025967,20.4,42.9,19.2,7.9,3.9,0.756,0.176,1.06,0.88,1.23
14021124,4025970,18.7,46.3,18.1,7.7,3.5,0.697,0.169,1.03,0.87,1.22
14021124,4025975,24.5,36.8,21.4,7.6,3.9,0.759,0.234,1.14,0.97,1.27
14021124,4025980,23.2,40.3,17.5,9.2,3.9,0.817,0.221,1.33,1.08,1.51
14021124,4025985,22.8,40.9,17.4,9.3,3.7,0.81,0.219,1.31,1.08,1.52
14021124,4025986,22.3,40.6,17.9,9.6,3.9,0.772,0.202,1.25,1.02,1.46
14021125,4025990,23,40.1,19.2,8.5,3.8,0.821,0.176,1.2,1,1.37
14021125,4026000,20.8,42.5,18.3,9.3,3.7,0.786,0.17,1.14,0.95,1.37
14021129,4026005,25.2,36.8,19.7,9,3.9,0.769,0.205,1.28,1.07,1.45
14021129,4026007,29,24.8,24.4,11.4,5,0.796,0.209,1.19,0.99,1.37
14021130,4026011,18,53.2,13.9,6.4,2.9,0.728,0.157,1.29,1.07,1.45
14021130,4026015,19.9,47.8,14.9,9.1,2.9,0.709,0.152,1.34,1.12,1.63
14021130,4026020,24,37,20.3,9.3,4,0.776,0.208,1.18,0.99,1.37
14021201,4026025,23.1,38,19.4,9.8,3.9,0.805,0.174,1.19,0.99,1.41
14021201,4026030,22.9,37.2,21.4,8.3,4.6,0.703,0.227,1.07,0.88,1.2
14021201,4026035,20.1,42.8,19.8,8,3.7,0.694,0.182,1.02,0.86,1.2
14021201,4026041,20.1,39.6,22.2,8.4,4.1,0.672,0.179,0.91,0.76,1.08
14021202,4026048,19.9,46.3,17.6,7.1,3.5,0.629,0.183,1.13,0.94,1.28
14021202,4026055,20.5,43.9,18.5,8.1,3.5,0.726,0.184,1.11,0.93,1.3
14021203,4026060,17.5,49.8,16.7,7.1,3.3,0.638,0.166,1.05,0.88,1.23
14021203,4026065,22.4,40.1,19.7,8.5,3.6,0.781,0.197,1.14,0.96,1.33
14021203,4026067,22.5,39.5,19.7,8.6,3.9,0.832,0.194,1.14,0.95,1.32
14021203,4026070,22.6,38.5,20.1,9,4,0.815,0.193,1.12,0.94,1.31
14021203,4026075,21.7,42.7,18.2,7.8,3.8,0.774,0.199,1.19,0.99,1.34
14021203,4026078,20.2,43.2,18.7,8.5,3.7,0.764,0.17,1.08,0.9,1.28
14021203,4026080,20.7,43.1,18.4,8.2,3.8,0.788,0.164,1.13,0.93,1.3
14021204,4026085,30.2,29.8,20.8,8.4,4.4,0.908,1.043,1.45,1.2,1.53
14021204,4026090,24.9,32.2,22.8,9.9,4.6,0.929,0.233,1.09,0.91,1.27
14021204,4026094,27,28,24.2,10.3,5.1,0.861,0.199,1.12,0.92,1.27
14021204,4026096,28.4,23.5,25.5,11.9,5.2,0.882,0.191,1.11,0.93,1.31
14021205,4026100,30.1,21.5,26.5,10.8,5.3,0.911,0.201,1.14,0.95,1.29
14021205,4026102,27.9,24.7,25.2,11.1,5.3,0.855,0.198,1.11,0.91,1.28
14021205,4026108,19.3,42,19.2,10.1,3.9,0.711,0.148,1.01,0.84,1.27
14021205,4026110,28.9,23.9,25.4,10.9,5.1,0.873,0.181,1.14,0.95,1.3
14021205,4026115,25.5,27.8,25.3,10.7,5,0.751,0.186,1.01,0.84,1.19
14021206,4026120,27,28.4,24.1,9.8,5,0.83,0.182,1.12,0.93,1.26
14021206,4026123,28.8,25.3,25,9.9,5.3,0.927,0.193,1.15,0.95,1.28
14021206,4026125,28.7,29.6,22.2,9.3,4.5,0.901,0.184,1.29,1.07,1.42
14021206,4026128,17.8,48,17,8.2,3.5,0.64,0.14,1.05,0.87,1.27
14021206,4026130,20.2,43.7,18.4,8.7,3.6,0.703,0.145,1.1,0.92,1.31
14021206,4026140,25.1,37.5,19.5,8.2,4.1,0.841,0.165,1.29,1.06,1.41
14021207,4026146,25.8,33.8,22,7.9,4.8,0.811,0.199,1.17,0.96,1.26
14021207,4026152,20.2,45.2,17.6,7.8,3.6,0.716,0.146,1.15,0.95,1.32
14021207,4026157,19.9,49.2,14.4,7.5,3.4,0.695,0.163,1.38,1.12,1.54
14021207,4026160,19.6,51.2,12.8,7.8,3,0.67,0.154,1.53,1.24,1.73
14021207,4026162,19.3,51,13.3,7.8,3,0.676,0.15,1.45,1.18,1.66
14021207,4026165,23.4,41,18.3,7.6,4,0.849,0.163,1.28,1.05,1.39
14021207,4026169,20.2,49.8,14.3,6.5,3.6,0.677,0.161,1.41,1.13,1.49
14021208,4026179,22.8,44.6,16.7,6.9,3.5,0.671,0.24,1.37,1.13,1.47
14021209,4026187,24.6,41.5,16.9,8.1,3.4,0.713,0.21,1.46,1.21,1.61
14021209,4026190,23.2,45.2,15.8,7.1,3.5,0.723,0.188,1.47,1.2,1.57
14021212,4026200,20.6,48.8,13.5,8.4,2.9,0.666,0.172,1.53,1.26,1.77
14021212,4026217,19,52.5,14.1,5.9,2.5,0.469,0.635,1.35,1.14,1.5
14021212,4026218,24,42.2,17.7,6.4,3.1,0.406,1.358,1.36,1.15,1.46
14021213,4026224,19.2,47.7,16.1,7.8,4,0.647,0.144,1.19,0.96,1.34
14021213,4026235,13.1,60,13.3,5.8,2.6,0.592,0.157,0.98,0.82,1.19
14021214,4026247,17,52,15.2,7.3,3.2,0.553,0.231,1.12,0.92,1.32
14021214,4026248,13.6,55.7,14.9,7.6,3,0.447,0.169,0.91,0.76,1.18
14021214,4026249,14.7,55.7,14.8,6.7,2.9,0.542,0.139,0.99,0.83,1.21
14021214,4026250,21,40.6,20.5,8.6,4,0.676,0.17,1.02,0.86,1.21
14021214,4026251,25.1,31.9,23.5,9.1,5.1,0.676,0.212,1.07,0.88,1.2
14021214,4026252,23,34.5,23,9.3,4.9,0.651,0.193,1,0.82,1.16
14021214,4026255,16.1,53.9,14.5,7.3,3,0.523,0.167,1.11,0.92,1.34
14021214,4026256,19.5,46.4,16.5,9.1,3.2,0.56,0.169,1.18,0.99,1.45
14021215,4026260,14.3,57,13.8,6.9,2.8,0.489,0.174,1.04,0.86,1.28
14021215,4026265,17,50.7,15.5,8.3,3.2,0.658,0.139,1.1,0.91,1.35
14021217,4026270,20.6,44.1,17,9.5,3.5,0.697,0.152,1.21,1,1.47
14021217,4026276,29.2,23.9,26.5,10.1,5,0.689,0.159,1.1,0.93,1.25
14021217,4026281,27.1,29.6,23.8,9.5,4.6,0.853,0.15,1.14,0.95,1.29
14021218,4026283,22.6,39.8,19.9,8.5,3.8,0.769,0.133,1.14,0.95,1.31
14021218,4026286,25,30.6,23.8,10.3,4.7,0.73,0.217,1.05,0.88,1.24
14021218,4026290,23.5,35,21.5,10.2,4.3,0.778,0.155,1.09,0.91,1.31
14021218,4026296,24,38.5,19.7,8.4,4,0.818,0.142,1.22,1.01,1.37
14021219,4026305,22.8,37.5,21.7,8.4,4.3,0.71,0.157,1.05,0.88,1.2
14021219,4026310,27.1,31.3,22.9,8.8,4.5,0.772,0.154,1.18,0.99,1.31
14021219,4026315,23.4,34.7,22.8,9.2,4.4,0.682,0.156,1.03,0.86,1.2
14021219,4026320,24.6,36,21.3,8.6,4.1,0.813,0.151,1.15,0.97,1.31
14021219,4026325,24.7,35,22,8.6,4.3,0.786,0.15,1.12,0.94,1.27
14021220,4026330,23.6,35,22.6,9,4.2,0.701,0.146,1.04,0.88,1.22
14021220,4026335,26.9,28,25.2,9.5,4.7,0.738,0.175,1.07,0.9,1.22
14021220,4026341,24.6,35.6,21.5,8.6,4,0.782,0.148,1.14,0.96,1.3
14021220,4026345,24.4,34.6,22.1,9,4.1,0.806,0.168,1.1,0.93,1.27
14021221,4026349,24.7,40.3,18,8.1,3.4,0.853,0.133,1.37,1.15,1.53
