sample_no,tar,cao,mgo,s0_5,s5_335,s335,s0_95,s95_508,s508,factory
LIM01-869-S-ARD,14011023,90.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-871-S-ARD,14011024,91.3,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-872-S-ARD,14011024,91.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-875-S-ARD,14011025,91.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-879-S-ARD,14011027,92.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-880-S-ARD,14011029,91.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-881-S-ARD,14011030,92.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-882-S-ARD,14011030,91.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-883-S-ARD,14011101,91.3,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-884-S-ARD,14011102,91.3,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-885-S-ARD,14011104,91.3,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-886-S-ARD,14011104,92.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-887-S-ARD,14011105,91.7,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-888-S-ARD,14011106,92,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-889-S-ARD,14011106,91.8,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-890-S-ARD,14011108,91.3,1.2,0,0,0,6,94,0,Ardakan-Sarafraz
LIM01-891-S-ARD,14011109,91.2,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-892-S-ARD,14011110,90.8,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM01-893-S-ARD,14011111,90.7,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-894-S-ARD,14011111,91.5,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-895-S-ARD,14011112,92,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM01-896-S-ARD,14011112,91.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-897-S-ARD,14011113,91.6,1.2,0,0,0,2,98,0,Ardakan-Sarafraz
LIM01-856-PGI,14011017,91.7,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM01-860-PGI,14011018,93.3,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM01-863-PGI,14011021,91.4,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM01-864-PGI,14011022,91.6,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-865-PGI,14011022,92.4,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-853-MAR,14011016,90.6,1.2,0,0,0,4,96,0,Marjan
LIM01-859-MAR,14011018,90.4,1.2,0,0,0,3,97,0,Marjan
LIM01-862-MAR,14011019,90,1.2,0,0,0,5,95,0,Marjan
LIM01-867-MAR,14011022,90.6,1.2,0,0,0,4,96,0,Marjan
LIM01-876-MAR,14011025,90.4,1.2,0,0,0,3,97,0,Marjan
LIM01-916-ARD,14011201,90.4,1.2,0,0,0,4,96,0,Hamyaran
LIM01-922-ARD,14011202,90.1,1.2,0,0,0,4,96,0,Hamyaran
LIM01-926-ARD,14011203,90.7,1.2,0,0,0,5,95,0,Hamyaran
LIM01-928-ARD,14011204,91.5,1.2,0,0,0,4,96,0,Hamyaran
LIM01-932-ARD,14011206,91.3,1.2,0,0,0,4,96,0,Hamyaran
LIM01-936-ARD,14011207,91.4,1.2,0,0,0,4,96,0,Hamyaran
LIM01-943-ARD,14011208,92.2,1.2,0,0,0,4,96,0,Hamyaran
LIM01-949-ARD,14011209,91.2,1.2,0,0,0,4,96,0,Hamyaran
LIM01-950-ARD,14011209,90.9,1.2,0,0,0,0,0,0,Hamyaran
LIM01-952-ARD,14011210,91.4,1.2,0,0,0,4,96,0,Hamyaran
LIM01-953-ARD,14011210,90.5,1.2,0,0,0,0,0,0,Hamyaran
LIM01-956-ARD,14011211,91.1,1.2,0,0,0,3,97,0,Hamyaran
LIM01-961-ARD,14011213,91.5,1.2,0,0,0,4,96,0,Hamyaran
LIM01-962-ARD,14011213,91.2,1.2,0,0,0,0,0,0,Hamyaran
LIM01-965-ARD,14011214,91.9,1.2,0,0,0,3,97,0,Hamyaran
LIM01-968-ARD,14011215,91.5,1.2,0,0,0,3,97,0,Hamyaran
LIM01-972-ARD,14011216,91.6,1.2,0,0,0,3,97,0,Hamyaran
LIM01-973-ARD,14011216,91.5,1.2,0,0,0,0,0,0,Hamyaran
LIM01-993-ARD,14011220,90.3,0.8,0,0,0,3,97,0,Hamyaran
LIM01-994-ARD,14011220,91,1.2,0,0,0,0,0,0,Hamyaran
LIM01-1000-ARD,14011221,90.5,1.2,0,0,0,4,96,0,Hamyaran
LIM01-1001-ARD,14011221,92.5,1.2,0,0,0,0,0,0,Hamyaran
LIM01-1003-ARD,14011221,90.8,1.2,0,0,0,0,0,0,Hamyaran
LIM01-1006-ARD,14011222,90.8,1.2,0,0,0,3,97,0,Hamyaran
LIM01-1008-ARD,14011222,91.6,1.2,0,0,0,0,0,0,Hamyaran
LIM01-1011-ARD,14011223,90.3,2.4,0,0,0,3,97,0,Hamyaran
LIM01-1013-ARD,14011223,90,2,0,0,0,0,0,0,Hamyaran
LIM01-1018-ARD,14011224,90.4,2.8,0,0,0,5,95,0,Hamyaran
LIM01-1019-ARD,14011224,90.3,2.8,0,0,0,0,0,0,Hamyaran
LIM01-1026-ARD,14011225,91.6,2,0,0,0,4,96,0,Hamyaran
LIM01-1027-ARD,14011225,92.7,2,0,0,0,0,0,0,Hamyaran
LIM01-1032-ARD,14011227,90.5,0.8,0,0,0,3,97,0,Hamyaran
LIM01-1035-ARD,14011227,90.3,1.2,0,0,0,3,97,0,Hamyaran
LIM01-1038-ARD,14011228,90.5,1.2,0,0,0,3,97,0,Hamyaran
LIM01-898-S-ARD,14011116,91.3,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-899-S-ARD,14011116,91.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-900-S-ARD,14011118,90.4,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM01-901-S-ARD,14011118,91.9,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-902-S-ARD,14011119,91.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-903-S-ARD,14011120,91.8,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-904-S-ARD,14011120,91.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-905-S-ARD,14011122,92.1,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM01-906-S-ARD,14011123,91.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-907-S-ARD,14011124,90.6,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-908-S-ARD,14011124,90.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-909-S-ARD,14011126,91.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-911-S-ARD,14011128,91.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-914-S-ARD,14011130,92.2,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-918-S-ARD,14011201,91.8,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-919-S-ARD,14011201,91.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-920-S-ARD,14011202,91.3,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-921-S-ARD,14011202,91.8,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-925-S-ARD,14011203,91.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-930-S-ARD,14011204,90.7,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-931-S-ARD,14011206,91.6,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-935-S-ARD,14011207,92.2,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-940-S-ARD,14011208,91.9,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-947-S-ARD,14011209,91.9,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-948-S-ARD,14011209,91.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-954-S-ARD,14011210,92.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-955-S-ARD,14011210,91.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-957-S-ARD,14011211,91.5,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-959-S-ARD,14011213,91.4,1.2,0,0,0,6,94,0,Ardakan-Sarafraz
LIM01-960-S-ARD,14011213,92.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-964-S-ARD,14011214,92,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-969-S-ARD,14011215,91.1,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM01-970-S-ARD,14011216,91.3,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-971-S-ARD,14011216,92,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-995-S-ARD,14011220,92.1,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-998-S-ARD,14011221,92.8,0.8,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-999-S-ARD,14011221,92.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1002-S-ARD,14011221,91.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1005-S-ARD,14011222,91.7,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-1007-S-ARD,14011222,91.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1010-S-ARD,14011223,90.4,2.4,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-1014-S-ARD,14011223,91.9,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1021-S-ARD,14011224,90.7,2.8,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-1024-S-ARD,14011225,91.2,2.8,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-1025-S-ARD,14011225,92.1,2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1029-S-ARD,14011225,91.1,2.4,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1030-S-ARD,14011226,91.9,2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-1031-S-ARD,14011226,91.8,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1034-S-ARD,14011227,91.5,2.4,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-1036-S-ARD,14011227,90.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-1039-S-ARD,14011228,91.9,1.6,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-1040-S-ARD,14011228,91.8,1.6,0,0,0,4,96,0,Ardakan-Sarafraz
LIM01-1045-S-ARD,14011229,91,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM01-1048-S-ARD,14011229,91.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM01-912-FRM,14011128,91.5,1.2,0,0,0,2,92,6,Fara Mobin
LIM01-913-FRM,14011130,91.5,1.2,0,0,0,3,95,2,Fara Mobin
LIM01-923-FRM,14011202,91,1.2,0,0,0,3,96,1,Fara Mobin
LIM01-933-FRM,14011206,92,1.2,0,0,0,2,91,7,Fara Mobin
LIM01-939-FRM,14011207,91.8,1.2,0,0,0,2,98,0,Fara Mobin
LIM01-946-FRM,14011209,91.1,1.2,0,0,0,3,97,0,Fara Mobin
LIM01-979-FRM,14011217,91.4,1.2,0,0,0,3,97,0,Fara Mobin
LIM01-910-PGI,14011126,92,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-915-PGI,14011130,92.5,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-937-PGI,14011207,92.3,1.2,0,0,0,1,99,0,Pergas-Isatis
LIM01-941-PGI,14011208,93.2,1.2,0,0,0,1,99,0,Pergas-Isatis
LIM01-945-PGI,14011209,93,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-963-PGI,14011213,92,1.2,0,0,0,2,98,0,Pergas-Isatis
LIM01-967-PGI,14011214,92.2,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-974-PGI,14011216,92.7,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM01-980-PGI,14011217,92.9,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-996-PGI,14011220,90.7,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-997-PGI,14011220,91.5,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-1004-PGI,14011221,91,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-1009-PGI,14011222,91.4,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM01-1016-PGI,14011223,91.5,1.2,0,0,0,2,98,0,Pergas-Isatis
LIM01-1017-PGI,14011223,91.4,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-1022-PGI,14011225,91.8,1.6,0,0,0,3,97,0,Pergas-Isatis
LIM01-1028-PGI,14011225,91.6,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-1033-PGI,14011227,91.5,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-1037-PGI,14011227,91.5,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-1041-PGI,14011228,91.4,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM01-1042-PGI,14011228,91.1,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-1043-PGI,14011228,91.8,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-1044-PGI,14011229,92.2,1.6,0,0,0,3,97,0,Pergas-Isatis
LIM01-1046-PGI,14011229,92.1,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-1047-PGI,14011229,92,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM01-917-MAR,14011201,91.1,1.2,0,0,0,3,97,0,Marjan
LIM01-924-MAR,14011202,90.6,1.2,0,0,0,4,96,0,Marjan
LIM01-927-MAR,14011203,89.9,1.2,0,0,0,4,96,0,Marjan
LIM01-929-MAR,14011204,90.8,1.2,0,0,0,3,97,0,Marjan
LIM01-934-MAR,14011206,91.1,1.2,0,0,0,4,96,0,Marjan
LIM01-938-MAR,14011207,91.1,1.2,0,0,0,5,95,0,Marjan
LIM01-942-MAR,14011208,91.7,1.2,0,0,0,3,97,0,Marjan
LIM01-944-MAR,14011209,90.4,1.2,0,0,0,3,97,0,Marjan
LIM01-951-MAR,14011210,90.7,1.2,0,0,0,3,97,0,Marjan
LIM01-958-MAR,14011211,90.8,1.2,0,0,0,4,96,0,Marjan
LIM01-966-MAR,14011214,91.1,1.2,0,0,0,3,97,0,Marjan
LIM01-975-MAR,14011216,79.8,2.4,0,0,0,5,95,0,Marjan
LIM01-976-MAR,14011216,81.2,2.4,0,0,0,0,0,0,Marjan
LIM01-977-MAR,14011217,91.7,1.2,0,0,0,3,97,0,Marjan
LIM01-978-MAR,14011217,92.3,1.2,0,0,0,0,0,0,Marjan
LIM01-1012-MAR,14011223,89.9,4.4,0,0,0,4,96,0,Marjan
LIM01-1015-MAR,14011223,90.1,3.6,0,0,0,0,0,0,Marjan
LIM01-1020-MAR,14011224,90.4,2.8,0,0,0,4,96,0,Marjan
LIM01-1023-MAR,14011225,91.3,2.8,0,0,0,4,96,0,Marjan
LIM02-6-ARD,14020103,91.2,1.2,0,0,0,5,95,0,Hamyaran
LIM02-7-ARD,14020103,91,1.2,0,0,0,0,0,0,Hamyaran
LIM02-12-ARD,14020104,91.6,2,0,0,0,5,95,0,Hamyaran
LIM02-13-ARD,14020104,90.8,1.6,0,0,0,0,0,0,Hamyaran
LIM02-17-ARD,14020105,90.8,1.6,0,0,0,4,96,0,Hamyaran
LIM02-18-ARD,14020105,91.3,1.2,0,0,0,0,0,0,Hamyaran
LIM02-23-ARD,14020106,90.8,1.6,0,0,0,3,97,0,Hamyaran
LIM02-27-ARD,14020107,90.9,1.2,0,0,0,4,96,0,Hamyaran
LIM02-32-ARD,14020108,91.1,1.2,0,0,0,3,97,0,Hamyaran
LIM02-35-ARD,14020108,91,1.2,0,0,0,0,0,0,Hamyaran
LIM02-41-ARD,14020110,90.9,1.2,0,0,0,5,95,0,Hamyaran
LIM02-42-ARD,14020110,90.6,1.2,0,0,0,0,0,0,Hamyaran
LIM02-51-ARD,14020114,91.2,1.6,0,0,0,3,97,0,Hamyaran
LIM02-54-ARD,14020115,91.8,1.2,0,0,0,3,97,0,Hamyaran
LIM02-56-ARD,14020116,92.1,0.8,0,0,0,5,95,0,Hamyaran
LIM02-65-ARD,14020117,92.2,1.2,0,0,0,5,95,0,Hamyaran
LIM02-66-ARD,14020117,91.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-74-ARD,14020119,91.8,1.2,0,0,0,4,96,0,Hamyaran
LIM02-75-ARD,14020120,91.8,1.2,0,0,0,4,96,0,Hamyaran
LIM02-78-ARD,14020120,91.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-81-ARD,14020121,90.7,0.8,0,0,0,4,96,0,Hamyaran
LIM02-85-ARD,14020121,91.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-86-ARD,14020122,92,1.2,0,0,0,3,97,0,Hamyaran
LIM02-95-ARD,14020124,91,1.6,0,0,0,4,96,0,Hamyaran
LIM02-96-ARD,14020124,91.9,2,0,0,0,0,0,0,Hamyaran
LIM02-103-ARD,14020126,92,1.2,0,0,0,5,95,0,Hamyaran
LIM02-104-ARD,14020126,92.4,1.6,0,0,0,0,0,0,Hamyaran
LIM02-106-ARD,14020127,92.3,1.2,0,0,0,4,96,0,Hamyaran
LIM02-107-ARD,14020127,91.4,1.6,0,0,0,0,0,0,Hamyaran
LIM02-116-ARD,14020128,90.7,1.2,0,0,0,4,96,0,Hamyaran
LIM02-117-ARD,14020128,91,1.2,0,0,0,0,0,0,Hamyaran
LIM02-119-ARD,14020129,91.3,1.2,0,0,0,4,96,0,Hamyaran
LIM02-120-ARD,14020129,90.8,1.2,0,0,0,0,0,0,Hamyaran
LIM02-127-ARD,14020130,90.8,1.2,0,0,0,3,97,0,Hamyaran
LIM02-1-S-ARD,14020102,92.2,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-2-S-ARD,14020102,92,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-4-S-ARD,14020103,91.6,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-5-S-ARD,14020103,91.9,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-15-S-ARD,14020105,92.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-19-S-ARD,14020105,91.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-20-S-ARD,14020106,92.1,1.6,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-24-S-ARD,14020106,91.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-26-S-ARD,14020107,91.6,2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-30-S-ARD,14020107,90.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-31-S-ARD,14020108,91.2,2.8,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-37-S-ARD,14020109,92,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-38-S-ARD,14020109,91.7,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-39-S-ARD,14020110,91.3,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-40-S-ARD,14020110,91.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-45-S-ARD,14020111,91.3,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-46-S-ARD,14020112,90.6,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-48-S-ARD,14020113,90.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-49-S-ARD,14020113,90.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-52-S-ARD,14020114,92.4,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-53-S-ARD,14020115,92.2,1.6,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-55-S-ARD,14020116,91.9,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-57-S-ARD,14020116,91.8,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-59-S-ARD,14020117,92.2,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-60-S-ARD,14020117,92.9,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-67-S-ARD,14020118,92.2,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-72-S-ARD,14020119,92,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-73-S-ARD,14020119,92.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-76-S-ARD,14020120,93.3,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-84-S-ARD,14020121,90.8,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-88-S-ARD,14020122,91.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-93-S-ARD,14020124,92.2,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-94-S-ARD,14020124,91.6,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-99-S-ARD,14020126,92.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-100-S-ARD,14020126,91.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-108-S-ARD,14020127,92,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-109-S-ARD,14020127,91.8,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-114-S-ARD,14020128,91.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-115-S-ARD,14020128,91.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-121-S-ARD,14020129,91,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-122-S-ARD,14020129,91.5,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-128-S-ARD,14020130,90.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-61-FRM,14020117,91.9,1.6,0,0,0,2,91,7,Fara Mobin
LIM02-62-FRM,14020117,92.6,1.2,0,0,0,0,0,0,Fara Mobin
LIM02-70-FRM,14020119,93,1.2,0,0,0,2,98,0,Fara Mobin
LIM02-79-FRM,14020120,91.2,0.8,0,0,0,4,92,4,Fara Mobin
LIM02-80-FRM,14020120,91.8,1.2,0,0,0,0,0,0,Fara Mobin
LIM02-82-FRM,14020121,90.8,2.8,0,0,0,3,92,5,Fara Mobin
LIM02-89-FRM,14020123,91,2.4,0,0,0,2,96,2,Fara Mobin
LIM02-91-FRM,14020124,91,1.6,0,0,0,2,90,8,Fara Mobin
LIM02-92-FRM,14020124,91.4,2,0,0,0,0,0,0,Fara Mobin
LIM02-97-FRM,14020125,92,1.6,0,0,0,1,94,5,Fara Mobin
LIM02-101-FRM,14020126,91.2,1.6,0,0,0,5,95,0,Fara Mobin
LIM02-102-FRM,14020126,92.1,1.6,0,0,0,0,0,0,Fara Mobin
LIM02-111-FRM,14020127,91.6,1.6,0,0,0,1,94,5,Fara Mobin
LIM02-112-FRM,14020127,90.5,0.8,0,0,0,0,0,0,Fara Mobin
LIM02-113-FRM,14020128,91.1,1.6,0,0,0,3,97,0,Fara Mobin
LIM02-123-FRM,14020129,91.4,1.2,0,0,0,5,95,0,Fara Mobin
LIM02-124-FRM,14020129,91.3,1.2,0,0,0,0,0,0,Fara Mobin
LIM02-129-FRM,14020130,90.8,1.6,0,0,0,2,95,3,Fara Mobin
LIM02-130-FRM,14020130,91.4,1.2,0,0,0,0,0,0,Fara Mobin
LIM02-8-PGI,14020103,91,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM02-9-PGI,14020103,91.2,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM02-10-PGI,14020103,90.8,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM02-11-PGI,14020104,91.7,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM02-14-PGI,14020105,92,1.6,0,0,0,3,97,0,Pergas-Isatis
LIM02-21-PGI,14020106,92.2,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM02-25-PGI,14020106,92.6,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM02-28-PGI,14020107,92.3,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM02-29-PGI,14020107,91,1.2,0,0,0,0,0,0,Pergas-Isatis
LIM02-16-MAR,14020105,91.1,2.8,0,0,0,4,96,0,Marjan
LIM02-22-MAR,14020106,91.2,2.4,0,0,0,4,96,0,Marjan
LIM02-33-MAR,14020108,90.9,1.6,0,0,0,4,96,0,Marjan
LIM02-34-MAR,14020108,91.3,1.6,0,0,0,0,0,0,Marjan
LIM02-36-MAR,14020109,90.6,1.6,0,0,0,5,95,0,Marjan
LIM02-43-MAR,14020110,91.1,1.2,0,0,0,5,95,0,Marjan
LIM02-44-MAR,14020110,90.4,1.2,0,0,0,0,0,0,Marjan
LIM02-47-MAR,14020112,90.6,1.2,0,0,0,3,97,0,Marjan
LIM02-50-MAR,14020114,90.3,1.2,0,0,0,4,96,0,Marjan
LIM02-58-MAR,14020116,90.3,1.2,0,0,0,3,97,0,Marjan
LIM02-63-MAR,14020117,91,2,0,0,0,4,96,0,Marjan
LIM02-64-MAR,14020117,90.8,1.2,0,0,0,0,0,0,Marjan
LIM02-68-MAR,14020118,90.8,1.2,0,0,0,5,95,0,Marjan
LIM02-69-MAR,14020118,90.9,1.2,0,0,0,0,0,0,Marjan
LIM02-71-MAR,14020119,91.1,1.2,0,0,0,5,95,0,Marjan
LIM02-77-MAR,14020120,90.9,2,0,0,0,4,96,0,Marjan
LIM02-83-MAR,14020121,91.2,1.2,0,0,0,3,97,0,Marjan
LIM02-87-MAR,14020122,91,1.2,0,0,0,4,96,0,Marjan
LIM02-90-MAR,14020123,91.4,1.2,0,0,0,4,96,0,Marjan
LIM02-98-MAR,14020125,91.2,1.2,0,0,0,4,96,0,Marjan
LIM02-105-MAR,14020126,90,1.2,0,0,0,4,96,0,Marjan
LIM02-110-MAR,14020127,90.2,1.2,0,0,0,4,96,0,Marjan
LIM02-118-MAR,14020128,91.9,1.6,0,0,0,4,96,0,Marjan
LIM02-125-MAR,14020129,90.9,1.2,0,0,0,5,95,0,Marjan
LIM02-126-MAR,14020129,92,1.2,0,0,0,0,0,0,Marjan
LIM02-131-MAR,14020130,91.3,1.2,0,0,0,4,96,0,Marjan
LIM02-133-ARD,14020131,91.5,1.2,0,0,0,3,97,0,Hamyaran
LIM02-134-ARD,14020131,91.5,1.2,0,0,0,0,0,0,Hamyaran
LIM02-138-ARD,14020203,91.3,1.2,0,0,0,3,97,0,Hamyaran
LIM02-141-ARD,14020204,90.8,1.2,0,0,0,5,95,0,Hamyaran
LIM02-142-ARD,14020204,91.4,1.2,0,0,0,0,0,0,Hamyaran
LIM02-144-ARD,14020205,91.1,1.2,0,0,0,6,94,0,Hamyaran
LIM02-145-ARD,14020206,92.7,0.8,0,0,0,4,96,0,Hamyaran
