sample_no,tar,cao,mgo,s0_5,s5_335,s335,s0_95,s95_508,s508,factory
LIM02-146-ARD,14020206,90.8,2,0,0,0,0,0,0,Hamyaran
LIM02-132-S-ARD,14020131,91.2,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-137-S-ARD,14020201,91.8,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-140-S-ARD,14020204,91.1,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-143-S-ARD,14020205,91.2,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-147-S-ARD,14020206,90.4,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-135-FRM,14020131,91.7,1.2,0,0,0,1,96,3,Fara Mobin
LIM02-136-MAR,14020131,91.4,1.2,0,0,0,4,96,0,Marjan
LIM02-139-MAR,14020203,91,1.2,0,0,0,5,95,0,Marjan
LIM02-148-ARD,14020209,91.4,1.6,0,0,0,3,97,0,Hamyaran
LIM02-149-ARD,14020209,91.2,1.2,0,0,0,0,0,0,Hamyaran
LIM02-152-ARD,14020210,91.1,1.2,0,0,0,5,95,0,Hamyaran
LIM02-157-ARD,14020211,91.4,1.2,0,0,0,4,96,0,Hamyaran
LIM02-160-ARD,14020212,91.1,1.6,0,0,0,4,96,0,Hamyaran
LIM02-161-ARD,14020212,91.4,1.2,0,0,0,0,0,0,Hamyaran
Lim02-167-ARD,14020213,90.6,1.2,0,0,0,3,97,0,Hamyaran
Lim02-168-ARD,14020213,90.6,1.2,0,0,0,0,0,0,Hamyaran
LIM02-170-ARD,14020214,91,1.2,0,0,0,4,96,0,Hamyaran
LIM02-173-ARD,14020216,90.6,1.2,0,0,0,3,97,0,Hamyaran
LIM02-177-ARD,14020217,90.6,1.2,0,0,0,4,96,0,Hamyaran
LIM02-182-ARD,14020218,90.8,1.2,0,0,0,4,96,0,Hamyaran
LIM02-185-ARD,14020219,91.8,1.2,0,0,0,3,97,0,Hamyaran
LIM02-188-ARD,14020220,92.3,1.2,0,0,0,3,97,0,Hamyaran
LIM02-190-ARD,14020221,91.6,1.2,0,0,0,4,96,0,Hamyaran
LIM02-191-ARD,14020221,91.5,1.2,0,0,0,0,0,0,Hamyaran
LIM02-196-ARD,14020223,91.8,0.8,0,0,0,4,96,0,Hamyaran
LIM02-198-ARD,14020224,94.6,1.2,0,0,0,3,97,0,Hamyaran
LIM02-203-ARD,14020225,91.5,1.2,0,0,0,4,96,0,Hamyaran
LIM02-204-ARD,14020225,92.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-205-ARD,14020227,94,1.2,0,0,0,5,95,0,Hamyaran
LIM02-209-ARD,14020228,91.5,1.2,0,0,0,3,97,0,Hamyaran
LIM02-210-ARD,14020228,93,1.2,0,0,0,0,0,0,Hamyaran
LIM02-213-ARD,14020230,91.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-214-ARD,14020230,91.8,1.2,0,0,0,0,0,0,Hamyaran
LIM02-216-ARD,14020231,91.1,1.2,0,0,0,3,97,0,Hamyaran
LIM02-224-ARD,14020304,90,0.8,0,0,0,3,97,0,Hamyaran
LIM02-225-ARD,14020304,91.2,0.8,0,0,0,0,0,0,Hamyaran
LIM02-150-S-ARD,14020209,91.5,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-153-S-ARD,14020210,91.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-156-S-ARD,14020211,91.2,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-159-S-ARD,14020212,91.4,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
Lim02-163-S-ARD,14020213,91.5,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
Lim02-164-S-ARD,14020213,91,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-171-S-ARD,14020214,90.8,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-172-S-ARD,14020214,90.8,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-176-S-ARD,14020216,92.1,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-178-S-ARD,14020217,91,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-181-S-ARD,14020218,90.5,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-184-S-ARD,14020219,91.5,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-187-S-ARD,14020220,91.6,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-192-S-ARD,14020221,92.4,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-193-S-ARD,14020221,92.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-197-S-ARD,14020223,91.7,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-199-S-ARD,14020224,90.5,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-200-S-ARD,14020224,90.5,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-201-S-ARD,14020225,91.9,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-202-S-ARD,14020225,90.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-206-S-ARD,14020227,91.5,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-211-S-ARD,14020228,92.2,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-212-S-ARD,14020228,91.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-215-S-ARD,14020230,92.2,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-217-S-ARD,14020231,92.3,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-218-S-ARD,14020301,91.2,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-219-S-ARD,14020301,91.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-220-S-ARD,14020302,91.5,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-221-S-ARD,14020302,92.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-222-S-ARD,14020303,92.5,1.2,0,0,0,2,98,0,Ardakan-Sarafraz
LIM02-223-S-ARD,14020303,91.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-226-S-ARD,14020304,90.7,0.8,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-227-S-ARD,14020304,90,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-151-FRM,14020209,91.3,1.6,0,0,0,1,93,6,Fara Mobin
LIM02-154-FRM,14020210,91.1,1.2,0,0,0,1,94,5,Fara Mobin
LIM02-155-FRM,14020210,91.5,1.2,0,0,0,0,0,0,Fara Mobin
LIM02-158-FRM,14020211,91.4,1.2,0,0,0,3,94,3,Fara Mobin
LIM02-162-FRM,14020212,91.5,1.2,0,0,0,3,95,2,Fara Mobin
Lim02-165-FRM,14020213,91.4,1.2,0,0,0,3,96,1,Fara Mobin
Lim02-166-FRM,14020213,91.2,1.2,0,0,0,0,0,0,Fara Mobin
LIM02-169-FRM,14020214,90.5,1.2,0,0,0,4,94,2,Fara Mobin
LIM02-175-FRM,14020216,91,2,0,0,0,2,95,3,Fara Mobin
LIM02-179-FRM,14020217,90.8,1.2,0,0,0,1,95,4,Fara Mobin
LIM02-180-FRM,14020217,90.9,1.2,0,0,0,0,0,0,Fara Mobin
LIM02-183-FRM,14020218,91.1,1.2,0,0,0,3,93,4,Fara Mobin
LIM02-186-FRM,14020219,92.2,1.2,0,0,0,2,93,5,Fara Mobin
LIM02-189-FRM,14020220,92.2,1.2,0,0,0,4,96,0,Fara Mobin
LIM02-207-FRM,14020227,92.2,1.2,0,0,0,3,94,3,Fara Mobin
LIM02-174-PGI,14020216,91.9,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM02-194-PGI,14020222,90.6,0.8,0,0,0,3,97,0,Pergas-Isatis
LIM02-195-PGI,14020223,90.9,1.6,0,0,0,3,97,0,Pergas-Isatis
LIM02-208-PGI,14020227,92.4,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM02-229-ARD,14020306,90.6,1.2,0,0,0,4,96,0,Hamyaran
LIM02-230-ARD,14020306,90.6,1.2,0,0,0,0,0,0,Hamyaran
LIM02-232-ARD,14020307,90.3,2,0,0,0,4,96,0,Hamyaran
LIM02-233-ARD,14020307,90.2,2.4,0,0,0,0,0,0,Hamyaran
LIM02-236-ARD,14020308,91,1.2,0,0,0,3,97,0,Hamyaran
LIM02-239-ARD,14020309,89.8,1.6,0,0,0,4,96,0,Hamyaran
LIM02-240-ARD,14020309,90.5,1.2,0,0,0,0,0,0,Hamyaran
LIM02-242-ARD,14020310,90.6,1.6,0,0,0,3,97,0,Hamyaran
LIM02-244-ARD,14020311,90.6,1.2,0,0,0,4,96,0,Hamyaran
LIM02-245-ARD,14020313,90,0.8,0,0,0,5,95,0,Hamyaran
LIM02-248-ARD,14020314,90.4,1.2,0,0,0,3,97,0,Hamyaran
LIM02-249-ARD,14020314,90.5,1.2,0,0,0,0,0,0,Hamyaran
LIM02-251-ARD,14020315,92.6,1.2,0,0,0,4,96,0,Hamyaran
LIM02-253-ARD,14020315,93,1.2,0,0,0,0,0,0,Hamyaran
LIM02-254-ARD,14020316,92.8,1.2,0,0,0,3,97,0,Hamyaran
LIM02-257-ARD,14020317,92.7,1.2,0,0,0,3,97,0,Hamyaran
LIM02-259-ARD,14020318,92.2,1.2,0,0,0,3,97,0,Hamyaran
LIM02-263-ARD,14020320,91.7,1.2,0,0,0,4,96,0,Hamyaran
LIM02-266-ARD,14020321,90.4,1.2,0,0,0,5,95,0,Hamyaran
LIM02-267-ARD,14020322,90.4,2,0,0,0,4,96,0,Hamyaran
LIM02-268-ARD,14020322,90.7,1.2,0,0,0,0,0,0,Hamyaran
LIM02-272-ARD,14020323,92.1,1.2,0,0,0,3,97,0,Hamyaran
LIM02-273-ARD,14020323,91,1.6,0,0,0,0,0,0,Hamyaran
LIM02-274-ARD,14020324,90.8,1.2,0,0,0,4,96,0,Hamyaran
LIM02-275-ARD,14020324,91.6,1.2,0,0,0,0,0,0,Hamyaran
LIM02-278-ARD,14020325,91.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-279-ARD,14020325,91.1,1.2,0,0,0,0,0,0,Hamyaran
LIM02-283-ARD,14020327,90.7,1.6,0,0,0,4,96,0,Hamyaran
LIM02-285-ARD,14020328,90.1,1.2,0,0,0,5,95,0,Hamyaran
LIM02-288-ARD,14020328,90.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-289-ARD,14020329,90.2,1.2,0,0,0,5,95,0,Hamyaran
LIM02-291-ARD,14020330,90.4,1.2,0,0,0,4,96,0,Hamyaran
LIM02-295-ARD,14020401,91.5,1.2,0,0,0,4,96,0,Hamyaran
LIM02-298-ARD,14020403,90.8,1.2,0,0,0,4,96,0,Hamyaran
LIM02-301-ARD,14020404,90.1,1.6,0,0,0,3,97,0,Hamyaran
LIM02-302-ARD,14020404,89.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-304-ARD,14020405,91.7,1.6,0,0,0,5,95,0,Hamyaran
LIM02-306-ARD,14020405,91.6,1.6,0,0,0,0,0,0,Hamyaran
LIM02-307-ARD,14020406,90.2,1.2,0,0,0,5,95,0,Hamyaran
LIM02-308-ARD,14020406,90,1.6,0,0,0,0,0,0,Hamyaran
LIM02-312-ARD,14020407,90.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-313-ARD,14020407,90.4,1.2,0,0,0,0,0,0,Hamyaran
LIM02-315-ARD,14020410,90.2,1.2,0,0,0,3,97,0,Hamyaran
LIM02-318-ARD,14020411,90.9,1.2,0,0,0,3,97,0,Hamyaran
LIM02-319-ARD,14020411,91.8,1.2,0,0,0,0,0,0,Hamyaran
LIM02-323-ARD,14020412,91,1.2,0,0,0,3,97,0,Hamyaran
LIM02-326-ARD,14020412,91.2,1.2,0,0,0,0,0,0,Hamyaran
LIM02-327-ARD,14020413,90.3,1.2,0,0,0,4,96,0,Hamyaran
LIM02-328-ARD,14020413,91.6,1.2,0,0,0,0,0,0,Hamyaran
LIM02-331-ARD,14020414,90.9,1.2,0,0,0,5,95,0,Hamyaran
LIM02-335-ARD,14020415,90.3,1.6,0,0,0,4,96,0,Hamyaran
LIM02-336-ARD,14020417,91.2,1.2,0,0,0,3,97,0,Hamyaran
LIM02-340-ARD,14020418,91.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-343-ARD,14020421,91.3,1.2,0,0,0,4,96,0,Hamyaran
LIM02-347-ARD,14020422,90.7,1.6,0,0,0,4,96,0,Hamyaran
LIM02-348-ARD,14020424,91,1.2,0,0,0,4,96,0,Hamyaran
LIM02-349-ARD,14020424,90.4,1.2,0,0,0,0,0,0,Hamyaran
LIM02-350-ARD,14020518,91.7,1.2,0,0,0,3,97,0,Hamyaran
LIM02-228-S-ARD,14020306,89.7,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-234-S-ARD,14020307,91.7,2.4,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-235-S-ARD,14020308,91.6,1.6,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-237-S-ARD,14020309,91.3,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-238-S-ARD,14020309,91.5,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-241-S-ARD,14020310,91.4,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-243-S-ARD,14020311,91.5,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-246-S-ARD,14020313,91.1,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-247-S-ARD,14020314,91.6,2.4,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-252-S-ARD,14020315,92.8,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-255-S-ARD,14020316,93.1,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-256-S-ARD,14020317,91.7,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-258-S-ARD,14020318,90.6,1.6,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-262-S-ARD,14020320,91.6,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-265-S-ARD,14020321,90.5,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-269-S-ARD,14020322,92.2,2.4,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-271-S-ARD,14020323,90.9,2.4,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-276-S-ARD,14020324,90.4,1.6,0,0,0,6,94,0,Ardakan-Sarafraz
LIM02-277-S-ARD,14020324,90.7,1.6,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-280-S-ARD,14020325,90.6,1.6,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-281-S-ARD,14020325,90.4,0.8,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-282-S-ARD,14020327,89.8,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-286-S-ARD,14020328,90.7,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-287-S-ARD,14020328,90,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-290-S-ARD,14020329,90.2,1.2,0,0,0,2,98,0,Ardakan-Sarafraz
LIM02-316-S-ARD,14020410,91.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-317-S-ARD,14020411,91.2,1.2,0,0,0,2,98,0,Ardakan-Sarafraz
LIM02-322-S-ARD,14020412,91.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-325-S-ARD,14020412,92.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-332-S-ARD,14020414,91.7,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-334-S-ARD,14020415,92,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-337-S-ARD,14020417,92.4,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-341-S-ARD,14020418,91.6,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-342-S-ARD,14020420,89.1,1.6,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-344-S-ARD,14020421,90.4,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-351-S-ARD,14020518,90.1,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-231-FRM,14020307,92.3,1.2,0,0,0,3,96,1,Fara Mobin
LIM02-250-FRM,14020315,91,1.2,0,0,0,4,96,0,Fara Mobin
LIM02-260-FRM,14020319,91.5,1.6,0,0,0,2,96,2,Fara Mobin
LIM02-261-FRM,14020320,90.6,1.2,0,0,0,3,97,0,Fara Mobin
LIM02-264-FRM,14020321,90.6,1.6,0,0,0,3,97,0,Fara Mobin
LIM02-270-FRM,14020322,90.6,2.4,0,0,0,3,97,0,Fara Mobin
LIM02-284-FRM,14020327,91.1,1.6,0,0,0,1,99,0,Fara Mobin
LIM02-293-FRM,14020331,91.4,1.6,0,0,0,3,96,1,Fara Mobin
LIM02-339-FRM,14020418,93,1.2,0,0,0,4,96,0,Fara Mobin
LIM02-346-FRM,14020422,91.2,1.2,0,0,0,5,95,0,Fara Mobin
LIM02-296-PGI,14020401,91.5,1.2,0,0,0,3,97,0,Pergas-Isatis
LIM02-300-PGI,14020403,92.7,1.2,0,0,0,2,98,0,Pergas-Isatis
LIM02-310-PGI,14020407,90.5,0.8,0,0,0,4,96,0,Pergas-Isatis
LIM02-321-PGI,14020411,91.5,1.6,0,0,0,5,95,0,Pergas-Isatis
LIM02-329-PGI,14020413,91.7,1.2,0,0,0,4,96,0,Pergas-Isatis
LIM02-292-MAR,14020330,91.1,1.2,0,0,0,5,95,0,Marjan
LIM02-294-MAR,14020331,91,1.2,0,0,0,4,96,0,Marjan
LIM02-297-MAR,14020402,90,1.2,0,0,0,4,96,0,Marjan
LIM02-299-MAR,14020403,90.1,1.2,0,0,0,3,97,0,Marjan
LIM02-303-MAR,14020404,90.8,1.2,0,0,0,3,97,0,Marjan
LIM02-305-MAR,14020405,93,1.6,0,0,0,4,96,0,Marjan
LIM02-309-MAR,14020406,91.4,1.6,0,0,0,4,96,0,Marjan
LIM02-311-MAR,14020407,93.4,1.2,0,0,0,5,95,0,Marjan
LIM02-314-MAR,14020408,92.9,1.2,0,0,0,5,95,0,Marjan
LIM02-320-MAR,14020411,92.8,1.2,0,0,0,3,97,0,Marjan
LIM02-324-MAR,14020412,92,1.6,0,0,0,4,96,0,Marjan
LIM02-330-MAR,14020414,90.5,1.2,0,0,0,4,96,0,Marjan
LIM02-333-MAR,14020415,91.2,1.2,0,0,0,5,95,0,Marjan
LIM02-338-MAR,14020417,92.1,1.6,0,0,0,4,96,0,Marjan
LIM02-345-MAR,14020422,91.4,1.2,0,0,0,5,95,0,Marjan
LIM02-352-ARD,14020519,91.5,1.2,0,0,0,4,96,0,Hamyaran
LIM02-360-ARD,14020529,90.6,1.6,0,0,0,3,97,0,Hamyaran
LIM02-366-ARD,14020601,89.9,1.2,0,0,0,4,96,0,Hamyaran
LIM02-370-ARD,14020602,90.3,1.2,0,0,0,5,95,0,Hamyaran
LIM02-373-ARD,14020604,91.3,1.2,0,0,0,3,97,0,Hamyaran
LIM02-375-ARD,14020605,90.7,1.6,0,0,0,5,95,0,Hamyaran
LIM02-378-ARD,14020606,91.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-380-ARD,14020607,91.1,1.2,0,0,0,5,95,0,Hamyaran
LIM02-382-ARD,14020607,91.4,1.2,0,0,0,0,0,0,Hamyaran
LIM02-383-ARD,14020607,89.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-386-ARD,14020608,91.5,1.2,0,0,0,4,96,0,Hamyaran
LIM02-389-ARD,14020608,91.3,1.2,0,0,0,0,0,0,Hamyaran
LIM02-392-ARD,14020609,91,1.2,0,0,0,3,97,0,Hamyaran
LIM02-394-ARD,14020611,91.7,1.2,0,0,0,3,97,0,Hamyaran
LIM02-396-ARD,14020612,91,1.2,0,0,0,3,97,0,Hamyaran
LIM02-399-ARD,14020613,91,1.2,0,0,0,3,97,0,Hamyaran
LIM02-401-ARD,14020614,90.9,1.2,0,0,0,3,97,0,Hamyaran
LIM02-353-S-ARD,14020519,90.9,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-354-S-ARD,14020522,91.2,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-355-S-ARD,14020522,90.9,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-356-S-ARD,14020523,91.5,1.6,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-357-S-ARD,14020523,90.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-358-S-ARD,14020524,90.4,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-359-S-ARD,14020529,90.3,1.6,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-361-S-ARD,14020530,90.3,1.6,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-363-S-ARD,14020531,90.6,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-367-S-ARD,14020601,91.3,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-369-S-ARD,14020602,90.7,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-371-S-ARD,14020603,91.4,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-374-S-ARD,14020604,90.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-377-S-ARD,14020605,90.2,1.6,0,0,0,2,98,0,Ardakan-Sarafraz
LIM02-379-S-ARD,14020606,90.8,1.2,0,0,0,3,97,0,Ardakan-Sarafraz
LIM02-384-S-ARD,14020607,91,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-385-S-ARD,14020607,90.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-387-S-ARD,14020608,91.2,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-390-S-ARD,14020608,92.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM02-393-S-ARD,14020611,91.3,1.2,0,0,0,5,95,0,Ardakan-Sarafraz
LIM02-397-S-ARD,14020612,90.8,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-400-S-ARD,14020613,90.7,1.6,0,0,0,2,98,0,Ardakan-Sarafraz
LIM02-402-S-ARD,14020614,91,1.2,0,0,0,4,96,0,Ardakan-Sarafraz
LIM02-362-MAR,14020530,91.2,1.2,0,0,0,5,95,0,Marjan
LIM02-364-MAR,14020531,90.4,1.6,0,0,0,3,97,0,Marjan
LIM02-365-MAR,14020601,91.3,1.2,0,0,0,4,96,0,Marjan
LIM02-368-MAR,14020602,91.1,1.2,0,0,0,4,96,0,Marjan
LIM02-372-MAR,14020604,90.4,1.2,0,0,0,4,96,0,Marjan
LIM02-376-MAR,14020605,90.9,1.2,0,0,0,4,96,0,Marjan
LIM02-381-MAR,14020607,90.9,1.2,0,0,0,5,95,0,Marjan
LIM02-388-MAR,14020608,91.9,0.8,0,0,0,5,95,0,Marjan
LIM02-391-MAR,14020609,92,1.2,0,0,0,5,95,0,Marjan
LIM02-395-MAR,14020611,92.4,1.2,0,0,0,4,96,0,Marjan
LIM02-398-MAR,14020612,92,1.6,0,0,0,4,96,0,Marjan
LIM02-405-ARD,14020616,91,1.2,0,0,0,4,96,0,Hamyaran
LIM02-406-ARD,14020616,90.6,1.2,0,0,0,0,0,0,Hamyaran
LIM02-414-ARD,14020618,91.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-415-ARD,14020618,90.5,1.2,0,0,0,0,0,0,Hamyaran
LIM02-419-ARD,14020619,91,1.2,0,0,0,4,96,0,Hamyaran
LIM02-420-ARD,14020619,91,1.2,0,0,0,0,0,0,Hamyaran
LIM02-425-ARD,14020620,91.5,1.2,0,0,0,4,96,0,Hamyaran
LIM02-426-ARD,14020620,91.3,1.2,0,0,0,0,0,0,Hamyaran
LIM02-430-ARD,14020621,71.4,2.8,0,0,0,3,97,0,Hamyaran
LIM02-437-ARD,14020622,90.8,1.2,0,0,0,5,95,0,Hamyaran
LIM02-442-ARD,14020626,92.6,1.2,0,0,0,4,96,0,Hamyaran
LIM02-443-ARD,14020626,92.4,1.2,0,0,0,0,0,0,Hamyaran
LIM02-447-ARD,14020627,91.2,1.2,0,0,0,3,97,0,Hamyaran
LIM02-448-ARD,14020627,92.1,1.2,0,0,0,0,0,0,Hamyaran
LIM02-453-ARD,14020628,92.1,1.2,0,0,0,3,97,0,Hamyaran
LIM02-454-ARD,14020628,91.8,1.2,0,0,0,0,0,0,Hamyaran
LIM02-457-ARD,14020629,92.3,1.2,0,0,0,3,97,0,Hamyaran
LIM02-458-ARD,14020629,91.6,1.2,0,0,0,0,0,0,Hamyaran
LIM02-465-ARD,14020630,91.1,1.2,0,0,0,3,97,0,Hamyaran
LIM02-471-ARD,14020701,91.2,1.2,0,0,0,4,96,0,Hamyaran
LIM02-472-ARD,14020701,90.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-483-ARD,14020703,91.1,1.2,0,0,0,4,96,0,Hamyaran
LIM02-484-ARD,14020703,91.1,1.2,0,0,0,0,0,0,Hamyaran
LIM02-486-ARD,14020704,90,2,0,0,0,4,96,0,Hamyaran
LIM02-493-ARD,14020705,90.5,1.6,0,0,0,4,96,0,Hamyaran
LIM02-495-ARD,14020705,91,1.6,0,0,0,0,0,0,Hamyaran
LIM02-502-ARD,14020706,89.9,2,0,0,0,5,95,0,Hamyaran
LIM02-503-ARD,14020706,90.1,1.6,0,0,0,0,0,0,Hamyaran
LIM02-505-ARD,14020706,91,1.2,0,0,0,0,0,0,Hamyaran
LIM02-509-ARD,14020708,91.9,1.2,0,0,0,5,95,0,Hamyaran
LIM02-510-ARD,14020708,90.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-514-ARD,14020709,91.9,1.2,0,0,0,4,96,0,Hamyaran
LIM02-515-ARD,14020709,92.4,1.6,0,0,0,0,0,0,Hamyaran
LIM02-520-ARD,14020710,90.9,1.2,0,0,0,3,97,0,Hamyaran
LIM02-521-ARD,14020710,91,1.2,0,0,0,0,0,0,Hamyaran
LIM02-526-ARD,14020711,91.4,1.2,0,0,0,4,96,0,Hamyaran
LIM02-529-ARD,14020712,91,1.2,0,0,0,4,96,0,Hamyaran
LIM02-534-ARD,14020712,91.1,1.2,0,0,0,0,0,0,Hamyaran
LIM02-536-ARD,14020712,91.7,1.2,0,0,0,0,0,0,Hamyaran
LIM02-537-ARD,14020713,91.6,1.2,0,0,0,3,97,0,Hamyaran
LIM02-538-ARD,14020713,90.8,1.2,0,0,0,0,0,0,Hamyaran
LIM02-539-ARD,14020713,91.5,1.2,0,0,0,0,0,0,Hamyaran
LIM02-544-ARD,14020715,90.8,1.2,0,0,0,4,96,0,Hamyaran
LIM02-550-ARD,14020715,91,1.2,0,0,0,0,0,0,Hamyaran
LIM02-551-ARD,14020716,91.2,1.2,0,0,0,4,96,0,Hamyaran
LIM02-552-ARD,14020716,90.7,1.2,0,0,0,0,0,0,Hamyaran
LIM02-556-ARD,14020717,91.7,1.2,0,0,0,4,96,0,Hamyaran
LIM02-557-ARD,14020717,90.9,1.2,0,0,0,0,0,0,Hamyaran
LIM02-562-ARD,14020718,90.3,1.2,0,0,0,4,96,0,Hamyaran
LIM02-563-ARD,14020718,90.7,1.2,0,0,0,0,0,0,Hamyaran
LIM02-568-ARD,14020719,91.5,1.2,0,0,0,3,97,0,Hamyaran
LIM02-569-ARD,14020719,90,1.2,0,0,0,0,0,0,Hamyaran
