sample_no,tar,cao,mgo,s0_95,s95_385,s385_1000,factory
DOL01-658-FRM,14011024,55.9,35.7,2,98,0,FRM
DOL01-662-FRM,14011026,57.1,35.4,1,99,0,FRM
DOL01-663-FRM,14011027,58,34.5,3,97,0,FRM
DOL01-665-ARD,14011124,56,35.8,3,97,0,Zareh Shahi (Ardakan)
DOL01-666-ARD,14011124,56.9,35.3,0,0,0,Zareh Shahi (Ardakan)
DOL01-667-ARD,14011126,55.3,36.1,3,97,0,Zareh Shahi (Ardakan)
DOL01-668-ARD,14011128,54.9,36.3,2,98,0,Zareh Shahi (Ardakan)
DOL01-670-ARD,14011129,55.8,35.7,4,96,0,Zareh Shahi (Ardakan)
DOL01-674-ARD,14011130,55.5,35.8,2,98,0,Zareh Shahi (Ardakan)
DOL01-676-ARD,14011201,55.3,36.5,4,96,0,Zareh Shahi (Ardakan)
DOL01-677-ARD,14011201,54.9,36.7,0,0,0,Zareh Shahi (Ardakan)
DOL01-680-ARD,14011202,55.2,36.1,4,96,0,Zareh Shahi (Ardakan)
DOL01-681-ARD,14011202,55.6,36,0,0,0,Zareh Shahi (Ardakan)
DOL01-684-ARD,14011203,54.9,36.7,4,96,0,Zareh Shahi (Ardakan)
DOL01-685-ARD,14011203,55.2,36.5,0,0,0,Zareh Shahi (Ardakan)
DOL01-690-ARD,14011204,54.7,36.5,4,96,0,Zareh Shahi (Ardakan)
DOL01-693-ARD,14011206,56.2,34.1,3,97,0,Zareh Shahi (Ardakan)
DOL01-696-ARD,14011207,57.6,33.4,4,96,0,Zareh Shahi (Ardakan)
DOL01-697-ARD,14011208,56.5,35,4,96,0,Zareh Shahi (Ardakan)
DOL01-698-ARD,14011208,56.9,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL01-702-ARD,14011209,51.9,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL01-703-ARD,14011209,51.2,35.2,0,0,0,Zareh Shahi (Ardakan)
DOL01-704-ARD,14011209,52.5,35.3,0,0,0,Zareh Shahi (Ardakan)
DOL01-707-ARD,14011210,53,34.9,4,96,0,Zareh Shahi (Ardakan)
DOL01-708-ARD,14011210,52.1,35.1,0,0,0,Zareh Shahi (Ardakan)
DOL01-711-ARD,14011211,52.3,34.4,3,97,0,Zareh Shahi (Ardakan)
DOL01-712-ARD,14011211,52.8,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL01-715-ARD,14011212,53.6,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL01-716-ARD,14011212,53.8,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL01-717-ARD,14011213,57,34.9,5,95,0,Zareh Shahi (Ardakan)
DOL01-720-ARD,14011214,56.9,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL01-721-ARD,14011214,57.5,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL01-722-ARD,14011214,57.4,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL01-723-ARD,14011215,57.2,35,4,96,0,Zareh Shahi (Ardakan)
DOL01-724-ARD,14011216,49.7,37,3,97,0,Zareh Shahi (Ardakan)
DOL01-725-ARD,14011217,53.5,36.4,4,96,0,Zareh Shahi (Ardakan)
DOL01-730-ARD,14011221,54.9,34.6,3,97,0,Zareh Shahi (Ardakan)
DOL01-731-ARD,14011221,53.6,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL01-732-ARD,14011221,54,34,0,0,0,Zareh Shahi (Ardakan)
DOL01-734-ARD,14011222,53.9,33.9,3,97,0,Zareh Shahi (Ardakan)
DOL01-735-ARD,14011222,53.4,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL01-737-ARD,14011223,57.8,31.2,4,96,0,Zareh Shahi (Ardakan)
DOL01-738-ARD,14011224,56.8,31.6,4,96,0,Zareh Shahi (Ardakan)
DOL01-739-ARD,14011224,56.7,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL01-740-ARD,14011225,57.4,34.1,4,96,0,Zareh Shahi (Ardakan)
DOL01-741-ARD,14011225,56.5,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL01-742-ARD,14011225,56.2,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL01-743-ARD,14011226,56.5,34.2,4,96,0,Zareh Shahi (Ardakan)
DOL01-744-ARD,14011226,56.6,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL01-745-ARD,14011227,53.9,34.8,2,98,0,Zareh Shahi (Ardakan)
DOL01-747-ARD,14011229,57.8,32.8,4,96,0,Zareh Shahi (Ardakan)
DOL01-672-AZS,14011130,58.5,33.7,3,97,0,Azar Sepid
DOL01-673-AZS,14011130,57.6,34.1,0,0,0,Azar Sepid
DOL01-683-AZS,14011202,57.5,34.9,4,96,0,Azar Sepid
DOL01-688-AZS,14011204,56.9,34.9,3,97,0,Azar Sepid
DOL01-691-AZS,14011205,57.6,34.9,3,97,0,Azar Sepid
DOL01-692-AZS,14011206,57.9,34.5,2,98,0,Azar Sepid
DOL01-700-AZS,14011208,57.5,34.5,5,95,0,Azar Sepid
DOL01-705-AZS,14011209,56.9,37.7,4,96,0,Azar Sepid
DOL01-706-AZS,14011209,51.1,34.4,0,0,0,Azar Sepid
DOL01-713-AZS,14011211,56.4,37.7,2,98,0,Azar Sepid
DOL01-714-AZS,14011212,57.1,37.8,3,97,0,Azar Sepid
DOL01-719-AZS,14011213,57,37,3,97,0,Azar Sepid
DOL01-669-FRM,14011128,55.9,35.4,2,96,2,FRM
DOL01-671-FRM,14011129,57.1,35,3,97,0,FRM
DOL01-675-FRM,14011130,57.6,34.6,4,96,0,FRM
DOL01-678-FRM,14011201,57,34.5,3,97,0,FRM
DOL01-679-FRM,14011201,57.4,34.4,0,0,0,FRM
DOL01-682-FRM,14011202,57.1,35,3,97,0,FRM
DOL01-686-FRM,14011203,56.8,34.8,9,91,0,FRM
DOL01-687-FRM,14011203,56.4,34.9,0,0,0,FRM
DOL01-689-FRM,14011204,56,35.4,3,97,0,FRM
DOL01-694-FRM,14011206,55.3,35.4,2,98,0,FRM
DOL01-695-FRM,14011207,56.7,34.4,3,97,0,FRM
DOL01-699-FRM,14011208,56.6,35,4,96,0,FRM
DOL01-701-FRM,14011209,53.6,32.9,3,97,0,FRM
DOL01-709-FRM,14011210,54,33.2,3,97,0,FRM
DOL01-710-FRM,14011210,53.7,32.9,0,0,0,FRM
DOL01-718-FRM,14011213,53.7,34.6,3,97,0,FRM
DOL01-733-FRM,14011222,54.6,33.2,2,98,0,FRM
DOL01-736-FRM,14011223,55.5,30.3,1,99,0,FRM
DOL01-746-FRM,14011228,57.6,31.8,2,98,0,FRM
DOL01-748-FRM,14011229,56.8,32.8,3,97,0,FRM
DOL02-2-ARD,14020103,56.5,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-3-ARD,14020104,57.2,33.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-4-ARD,14020105,58.2,32.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-5-ARD,14020105,57.4,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL02-6-ARD,14020106,57.7,32.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-7-ARD,14020106,58.6,32.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-9-ARD,14020107,58.2,31.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-10-ARD,14020107,57.6,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-13-ARD,14020108,52,34.6,3,97,0,Zareh Shahi (Ardakan)
DOL02-14-ARD,14020109,58.6,33.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-17-ARD,14020110,58.9,34,4,96,0,Zareh Shahi (Ardakan)
DOL02-18-ARD,14020110,56.3,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-20-ARD,14020111,56.9,32.9,4,96,0,Zareh Shahi (Ardakan)
DOL02-21-ARD,14020111,57.7,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-22-ARD,14020112,56.1,33.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-23-ARD,14020112,56.5,33,0,0,0,Zareh Shahi (Ardakan)
DOL02-24-ARD,14020113,57.2,33.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-25-ARD,14020113,57.6,33,0,0,0,Zareh Shahi (Ardakan)
DOL02-26-ARD,14020114,58.8,34.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-27-ARD,14020115,57.7,34.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-28-ARD,14020115,58.8,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-32-ARD,14020120,59,34.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-33-ARD,14020120,57.8,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-35-ARD,14020121,58.6,34.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-36-ARD,14020121,58.4,34,0,0,0,Zareh Shahi (Ardakan)
DOL02-38-ARD,14020122,58.2,34.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-39-ARD,14020122,57.8,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-42-ARD,14020124,58.9,32.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-43-ARD,14020124,58.9,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-44-ARD,14020125,58,33.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-45-ARD,14020126,56.8,33.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-48-ARD,14020127,54.4,33.6,3,97,0,Zareh Shahi (Ardakan)
DOL02-49-ARD,14020127,53.5,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL02-51-ARD,14020128,56.4,34.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-52-ARD,14020128,56.1,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL02-53-ARD,14020129,57.9,34.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-54-ARD,14020129,59.5,34,0,0,0,Zareh Shahi (Ardakan)
DOL02-55-ARD,14020130,57.4,34.4,2,98,0,Zareh Shahi (Ardakan)
DOL02-56-ARD,14020130,58.7,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-8-FRM,14020107,54.3,32.7,2,98,0,FRM
DOL02-11-FRM,14020107,56.2,32.8,0,0,0,FRM
DOL02-12-FRM,14020108,54.4,31.5,1,99,0,FRM
DOL02-15-FRM,14020109,57.7,33.1,2,98,0,FRM
DOL02-16-FRM,14020109,56.9,33.3,0,0,0,FRM
DOL02-19-FRM,14020110,58.1,33.4,3,97,0,FRM
DOL02-29-FRM,14020115,58.9,32.7,2,98,0,FRM
DOL02-30-FRM,14020116,58.8,33.5,2,98,0,FRM
DOL02-31-FRM,14020116,57.8,33.5,0,0,0,FRM
DOL02-34-FRM,14020121,56.7,32.8,3,96,1,FRM
DOL02-37-FRM,14020121,57.7,32.7,2,98,0,FRM
DOL02-40-FRM,14020122,57.3,32.8,2,98,0,FRM
DOL02-41-FRM,14020124,57.7,32.3,2,98,0,FRM
DOL02-46-FRM,14020126,58,32.2,2,98,0,FRM
DOL02-47-FRM,14020126,56.7,32.7,0,0,0,FRM
DOL02-50-FRM,14020127,53,33.4,2,98,0,FRM
DOL02-57-ARD,14020131,56.8,34.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-59-ARD,14020201,56.6,33.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-60-ARD,14020203,57.8,34.4,3,97,0,Zareh Shahi (Ardakan)
DOL02-63-ARD,14020205,55.6,32,3,97,0,Zareh Shahi (Ardakan)
DOL02-67-ARD,14020206,56.2,31.6,4,96,0,Zareh Shahi (Ardakan)
DOL02-68-ARD,14020206,56.5,31.8,0,0,0,Zareh Shahi (Ardakan)
DOL02-69-ARD,14020208,55.9,31.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-58-FRM,14020201,55.6,32.8,2,98,0,FRM
DOL02-61-FRM,14020203,56.6,32.3,3,97,0,FRM
DOL02-62-FRM,14020204,57.3,31.6,2,98,0,FRM
DOL02-64-FRM,14020205,55.6,33.6,2,98,0,FRM
DOL02-65-FRM,14020206,57,33,3,97,0,FRM
DOL02-66-FRM,14020206,55.5,33.1,0,0,0,FRM
DOL02-70-ARD,14020209,57.3,31.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-71-ARD,14020209,56.3,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-74-ARD,14020210,57.1,32.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-75-ARD,14020210,57.5,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-76-ARD,14020211,56.8,33.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-77-ARD,14020211,57.2,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-78-ARD,14020212,51.3,33.6,3,97,0,Zareh Shahi (Ardakan)
DOL02-79-ARD,14020212,54.5,30.8,0,0,0,Zareh Shahi (Ardakan)
DOL02-80-ARD,14020213,53.5,31.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-81-ARD,14020213,52.6,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-82-ARD,14020214,53.4,32.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-83-ARD,14020215,54.7,31.8,2,98,0,Zareh Shahi (Ardakan)
DOL02-84-ARD,14020215,54.5,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL02-85-ARD,14020216,54.2,31.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-87-ARD,14020217,50.6,34.8,2,98,0,Zareh Shahi (Ardakan)
DOL02-88-ARD,14020217,50.5,36.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-89-ARD,14020217,51,35.9,0,0,0,Zareh Shahi (Ardakan)
DOL02-90-ARD,14020218,52.4,34.9,2,98,0,Zareh Shahi (Ardakan)
DOL02-91-ARD,14020218,50.9,35.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-92-ARD,14020219,52.2,35.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-93-ARD,14020220,51.7,34.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-94-ARD,14020221,52.5,35.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-95-ARD,14020221,51.7,35.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-96-ARD,14020222,52.3,33.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-97-ARD,14020222,52.7,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-100-ARD,14020223,55,35.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-101-ARD,14020223,54.4,35,0,0,0,Zareh Shahi (Ardakan)
DOL02-102-ARD,14020224,55.3,34.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-103-ARD,14020224,55.1,35.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-107-ARD,14020225,53.9,38.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-108-ARD,14020225,52.7,38.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-109-ARD,14020226,54.5,35.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-110-ARD,14020226,54.9,36.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-113-ARD,14020227,55.4,35.4,3,97,0,Zareh Shahi (Ardakan)
DOL02-114-ARD,14020228,54.5,36,3,97,0,Zareh Shahi (Ardakan)
DOL02-115-ARD,14020228,55.3,35.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-117-ARD,14020230,55.5,36.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-118-ARD,14020230,54.9,36.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-120-ARD,14020231,54.8,35.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-123-ARD,14020301,54.5,35.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-124-ARD,14020302,53.9,36.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-127-ARD,14020303,54.4,35.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-128-ARD,14020304,54,35.6,4,96,0,Zareh Shahi (Ardakan)
DOL02-129-ARD,14020304,55.4,35.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-130-ARD,14020305,56.5,34.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-72-FRM,14020209,57.1,33.8,3,97,0,FRM
DOL02-73-FRM,14020209,57.7,32.7,0,0,0,FRM
DOL02-86-FRM,14020216,56.5,34.2,2,98,0,FRM
DOL02-98-FRM,14020222,56,31.4,2,98,0,FRM
DOL02-99-FRM,14020223,56.6,31.8,2,96,2,FRM
DOL02-104-FRM,14020224,56.2,31.9,3,97,0,FRM
DOL02-105-FRM,14020224,57,31.7,0,0,0,FRM
DOL02-106-FRM,14020225,55.4,35.8,2,98,0,FRM
DOL02-111-FRM,14020226,55.2,34.8,1,99,0,FRM
DOL02-112-FRM,14020227,57.8,34.7,2,98,0,FRM
DOL02-116-FRM,14020228,57.2,34.7,2,98,0,FRM
DOL02-119-FRM,14020230,57.6,35,4,96,0,FRM
DOL02-121-FRM,14020231,57.2,35.1,2,98,0,FRM
DOL02-122-FRM,14020301,55.8,35.3,2,98,0,FRM
DOL02-125-FRM,14020302,56,35,2,98,0,FRM
DOL02-126-FRM,14020303,57.1,34.6,2,98,0,FRM
DOL02-131-FRM,14020305,56.2,35.6,3,97,0,FRM
DOL02-132-ARD,14020306,53.2,35,5,95,0,Zareh Shahi (Ardakan)
DOL02-133-ARD,14020306,53.3,36.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-134-ARD,14020307,54.2,36.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-135-ARD,14020307,53.3,36.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-137-ARD,14020308,54.3,35.4,3,97,0,Zareh Shahi (Ardakan)
DOL02-139-ARD,14020309,55.5,35.9,4,96,0,Zareh Shahi (Ardakan)
DOL02-140-ARD,14020309,54,36,0,0,0,Zareh Shahi (Ardakan)
DOL02-142-ARD,14020310,54.9,33.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-145-ARD,14020311,56.2,34.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-146-ARD,14020311,57,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-147-ARD,14020312,52,31.8,2,98,0,Zareh Shahi (Ardakan)
DOL02-148-ARD,14020312,53.3,31,0,0,0,Zareh Shahi (Ardakan)
DOL02-150-ARD,14020313,55.4,34.6,4,96,0,Zareh Shahi (Ardakan)
DOL02-152-ARD,14020314,54.8,35.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-153-ARD,14020314,54.4,35.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-155-ARD,14020315,53.9,36.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-156-ARD,14020315,54.7,35.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-158-ARD,14020316,54.4,35.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-160-ARD,14020317,54.9,35.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-161-ARD,14020318,55.5,35,4,96,0,Zareh Shahi (Ardakan)
DOL02-164-ARD,14020319,54.3,35.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-165-ARD,14020320,55,35.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-166-ARD,14020321,51.5,32.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-167-ARD,14020322,55.3,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-168-ARD,14020322,53.8,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-169-ARD,14020323,54.3,33.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-170-ARD,14020323,53.5,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-171-ARD,14020324,55.2,33.6,4,96,0,Zareh Shahi (Ardakan)
DOL02-172-ARD,14020324,54.7,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-174-ARD,14020325,54.5,34.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-175-ARD,14020325,54.9,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-176-ARD,14020326,54.7,34.4,3,97,0,Zareh Shahi (Ardakan)
DOL02-179-ARD,14020327,54.5,34.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-182-ARD,14020328,50.3,34.6,2,98,0,Zareh Shahi (Ardakan)
DOL02-186-ARD,14020329,55.4,31,2,98,0,Zareh Shahi (Ardakan)
DOL02-190-ARD,14020330,53.9,35.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-193-ARD,14020331,50.3,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-194-ARD,14020331,50.4,32.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-196-ARD,14020401,51.5,33,4,96,0,Zareh Shahi (Ardakan)
DOL02-199-ARD,14020402,51.9,33.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-200-ARD,14020402,51,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-202-ARD,14020403,54.9,33,3,97,0,Zareh Shahi (Ardakan)
DOL02-204-ARD,14020404,54.8,32.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-206-ARD,14020405,50.4,31.8,2,98,0,Zareh Shahi (Ardakan)
DOL02-207-ARD,14020405,52.7,32.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-208-ARD,14020406,52.6,36.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-210-ARD,14020406,53.9,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-211-ARD,14020407,54,34.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-215-ARD,14020409,55.2,33.6,3,97,0,Zareh Shahi (Ardakan)
DOL02-217-ARD,14020410,54.3,34.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-221-ARD,14020411,57.2,33.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-223-ARD,14020412,54.2,34.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-225-ARD,14020412,55.3,34.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-227-ARD,14020413,50.6,35.6,3,97,0,Zareh Shahi (Ardakan)
DOL02-231-ARD,14020414,52.4,33.6,2,98,0,Zareh Shahi (Ardakan)
DOL02-235-ARD,14020415,53.1,33.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-237-ARD,14020416,54.1,34.4,3,97,0,Zareh Shahi (Ardakan)
DOL02-243-ARD,14020418,53.6,34.5,2,98,0,Zareh Shahi (Ardakan)
DOL02-178-AZS,14020326,57.3,35.2,3,97,0,Azar Sepid
DOL02-180-AZS,14020327,57.8,35.1,2,98,0,Azar Sepid
DOL02-184-AZS,14020328,57.4,35.2,3,97,0,Azar Sepid
DOL02-185-AZS,14020328,58.3,35,0,0,0,Azar Sepid
DOL02-188-AZS,14020329,57.2,34.7,2,98,0,Azar Sepid
DOL02-191-AZS,14020330,48.3,33.5,4,96,0,Azar Sepid
DOL02-195-AZS,14020331,53.2,33.4,4,96,0,Azar Sepid
DOL02-197-AZS,14020401,54.9,33.4,2,98,0,Azar Sepid
DOL02-201-AZS,14020402,54.3,33,3,97,0,Azar Sepid
DOL02-203-AZS,14020403,53.8,33.1,2,98,0,Azar Sepid
DOL02-205-AZS,14020404,54.4,32.3,2,98,0,Azar Sepid
DOL02-212-AZS,14020407,54.1,32.4,4,96,0,Azar Sepid
DOL02-214-AZS,14020408,55,32.3,2,98,0,Azar Sepid
DOL02-216-AZS,14020409,54.3,32.5,4,96,0,Azar Sepid
DOL02-219-AZS,14020410,53.5,33.2,3,97,0,Azar Sepid
DOL02-220-AZS,14020411,54.3,33.3,4,96,0,Azar Sepid
DOL02-226-AZS,14020412,54.6,32.8,3,97,0,Azar Sepid
DOL02-229-AZS,14020413,54.1,33.2,3,97,0,Azar Sepid
DOL02-232-AZS,14020414,54.6,32.8,3,97,0,Azar Sepid
DOL02-234-AZS,14020415,53.9,32.7,3,97,0,Azar Sepid
DOL02-239-AZS,14020417,55.1,32.7,2,98,0,Azar Sepid
DOL02-240-AZS,14020417,54.3,32.9,0,0,0,Azar Sepid
DOL02-241-AZS,14020418,54.6,32.7,3,97,0,Azar Sepid
DOL02-136-FRM,14020307,55.4,35.8,3,97,0,FRM
DOL02-138-FRM,14020308,55,35.9,2,98,0,FRM
DOL02-141-FRM,14020309,58.2,35,3,97,0,FRM
DOL02-143-FRM,14020310,57.3,34.3,2,98,0,FRM
DOL02-144-FRM,14020311,57.7,34.2,1,99,0,FRM
DOL02-149-FRM,14020312,50,32.7,2,98,0,FRM
DOL02-151-FRM,14020314,53.8,34.6,3,97,0,FRM
DOL02-154-FRM,14020315,54.3,35.4,3,97,0,FRM
DOL02-157-FRM,14020316,54.6,35.2,2,98,0,FRM
DOL02-159-FRM,14020317,54.5,35.6,3,97,0,FRM
DOL02-162-FRM,14020318,53.9,35.1,2,98,0,FRM
DOL02-163-FRM,14020319,52.7,36.3,3,97,0,FRM
DOL02-173-FRM,14020325,53.8,35.1,2,98,0,FRM
DOL02-177-FRM,14020326,55,33.9,1,99,0,FRM
DOL02-181-FRM,14020327,54.3,35,2,98,0,FRM
DOL02-183-FRM,14020328,54.8,33.8,3,97,0,FRM
DOL02-187-FRM,14020329,50.6,30.7,1,99,0,FRM
DOL02-189-FRM,14020330,54.3,29.4,3,97,0,FRM
DOL02-192-FRM,14020331,53.7,32.2,4,96,0,FRM
DOL02-198-FRM,14020401,54.2,32.5,2,98,0,FRM
DOL02-209-FRM,14020406,53.9,35.1,3,97,0,FRM
DOL02-213-FRM,14020407,55.4,34.9,3,97,0,FRM
DOL02-218-FRM,14020410,55.7,34.4,2,98,0,FRM
DOL02-222-FRM,14020411,56.3,33.2,2,98,0,FRM
DOL02-224-FRM,14020412,55.7,34,4,96,0,FRM
DOL02-228-FRM,14020413,50.1,34.4,2,98,0,FRM
DOL02-230-FRM,14020414,54.2,33.2,3,97,0,FRM
DOL02-233-FRM,14020415,55.2,33.2,2,98,0,FRM
DOL02-236-FRM,14020416,50.5,35.9,2,98,0,FRM
DOL02-238-FRM,14020417,52.8,35.1,3,97,0,FRM
DOL02-242-FRM,14020418,53.2,34.1,3,97,0,FRM
DOL02-246-ARD,14020419,55.3,32.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-249-ARD,14020420,54.3,34.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-250-ARD,14020420,54,34.8,0,0,0,Zareh Shahi (Ardakan)
DOL02-253-ARD,14020421,50,35.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-257-ARD,14020422,51.8,35.2,2,98,0,Zareh Shahi (Ardakan)
DOL02-244-AZS,14020419,54.3,32.5,3,97,0,Azar Sepid
DOL02-245-AZS,14020419,55.2,32.8,0,0,0,Azar Sepid
DOL02-255-AZS,14020421,52.3,35.6,3,97,0,Azar Sepid
DOL02-256-AZS,14020422,52.4,35.2,3,97,0,Azar Sepid
DOL02-247-FRM,14020419,52,34.5,2,98,0,FRM
DOL02-248-FRM,14020419,54,33.6,0,0,0,FRM
DOL02-251-FRM,14020420,53.4,34.8,2,98,0,FRM
DOL02-252-FRM,14020420,52.5,35.3,0,0,0,FRM
DOL02-254-FRM,14020421,55.3,34.9,2,98,0,FRM
DOL02-258-FRM,14020424,56,35.3,3,97,0,FRM
DOL02-259-FRM,14020425,54.7,34.8,2,98,0,FRM
DOL02-260-ARD,14020529,51.9,34.9,2,98,0,Zareh Shahi (Ardakan)
DOL02-262-ARD,14020530,50.8,34.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-264-ARD,14020531,51.7,32.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-266-ARD,14020601,51.7,33.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-268-ARD,14020602,52.8,33.1,3,97,0,Zareh Shahi (Ardakan)
